"pwsid","service_area","state","sizeCategory","owner_type"
"PA7360118","Strasburg Borough","pa","Small","Local"
"PA7360120","Warwick Township - Rothsville System","pa","Small","Local"
"PA7360123","Columbia Water Company","pa","Medium-Large","Private"
"PA7360124","Elizabethtown Area Water Authority","pa","Medium-Large","Local"
"PA7360126","Lititz Borough","pa","Medium","Local"
"PA7360128","Akron Borough","pa","Medium","Local"
"PA7360135","East Petersburg Borough","pa","Medium","Local"
"PA7360140","Upper Leackock Township","pa","Medium","Local"
"PA7360143","West Earl Water Authority","pa","Medium","Local"
"PA7380010","Lebanon Water Authority","pa","Medium-Large","Local"
"PA7380025","Myerstown Water Authority","pa","Medium","Local"
"PA7380032","Richland Borough","pa","Small","Local"
"PA7670061","Suez Water Newberry System","pa","Medium","Private"
"PA7670071","Dillsburg Area Authority","pa","Medium","Local"
"PA7670073","Dover Township Water & Sewer System","pa","Medium-Large","Local"
"PA7670076","Hanover Borough","pa","Medium-Large","Local"
"PA7670086","Red Lion Municipal Authority","pa","Medium-Large","Local"
"PA7670100","York Water Company","pa","Large","Private"
"PA7670101","West Manchester Township Authority","pa","Medium","Local"
"TX0010001","Palestine City","tx","Medium-Large","Local"
"TX0010002","Frankston City","tx","Small","Local"
"TX0010004","Frankston Rural WSC","tx","Small","Local"
"TX0010018","BCY WSC","tx","Small","Local"
"TX0010021","Lone Pine WSC","tx","Small","Local"
"TX0010046","Anderson County Cedar Creek Water Supply Corporation","tx","Small","Local"
"TX0020001","Andrews City","tx","Medium-Large","Local"
"TX0030002","Huntington City","tx","Small","Local"
"TX0030004","Lufkin City","tx","Medium-Large","Local"
"TX0030026","M&M WSC","tx","Small","Local"
"TX0030030","Zavalla City","tx","Small","Local"
"TX0030102","Angelina County Fresh Water Supply District #1","tx","Small","Local"
"TX0040002","Rockport City","tx","Medium-Large","Local"
"TX0040015","Holiday Beach WSC","tx","Small","Local"
"TX0050001","Archer City","tx","Small","Local"
"TX0050015","Lakeside City","tx","Small","Local"
"TX0070002","Jourdanton City","tx","Medium","Local"
"TX0070003","Pleasanton City","tx","Medium-Large","Local"
"TX0070004","Lytle City","tx","Medium","Local"
"TX0070005","Poteet City","tx","Medium","Local"
"TX0080001","Bellville City","tx","Medium","Local"
"TX0080002","Sealy City","tx","Medium","Local"
"TX0080015","Wallis City","tx","Small","Local"
"TX0100011","Bandera County Fresh WSD","tx","Small","Local"
"TX0100012","Bandera City","tx","Small","Local"
"TX0110001","Bastrop City","tx","Medium","Local"
"TX0110002","Elgin City","tx","Medium","Local"
"TX0110003","Smithville City","tx","Medium","Local"
"TX0110013","Aqua Water Supply Corporation","tx","Medium-Large","Local"
"TX0110049","Bastrop County Municipal Utility District 1","tx","Very Small","Local"
"TX0120001","Seymour City","tx","Small","Local"
"TX0130001","Beeville City","tx","Medium-Large","Local"
"TX0140002","Belton City","tx","Medium-Large","Local"
"TX0140004","Rogers City","tx","Small","Local"
"TX0140005","Temple City","tx","Large","Local"
"TX0140006","Killeen City","tx","Large","Local"
"TX0140019","Armstrong Water Supply Corporation","tx","Small","Local"
"TX0140025","Little Elm Valley WSC","tx","Small","Local"
"TX0140037","Troy City","tx","Small","Local"
"TX0140116","Morgan's Point Resort City","tx","Medium","Local"
"TX0150018","San Antonio City","tx","Very Large","Local"
"TX0150039","Alamo Heights City","tx","Medium","Local"
"TX0150040","Atascosa Rural WSC","tx","Medium-Large","Local"
"TX0150045","SAWS Castle Hills","tx","Medium","Local"
"TX0150047","Converse City","tx","Medium-Large","Local"
"TX0150082","East Central SUD - Palm Park","tx","Small","Local"
"TX0150084","SAWS NE","tx","Medium-Large","Local"
"TX0150178","Leon Valley","tx","Medium","Local"
"TX0150492","Selma City","tx","Medium-Large","Local"
"TX0160001","Johnson City","tx","Small","Local"
"TX0170010","Borden County Water System","tx","Very Small","Local"
"TX0180001","Clifton City","tx","Medium","Local"
"TX0180003","Valley Mills City","tx","Small","Local"
"TX0180020","Walnut Springs City","tx","Small","Local"
"TX0180026","Childress Creek WSC","tx","Small","Local"
"TX0180031","King Creek Water Supply Corporation","tx","Very Small","Private"
"TX0190002","Hooks City","tx","Medium","Local"
"TX0190003","New Boston City","tx","Medium","Local"
"TX0190004","Texarkana Water Utilities","tx","Medium-Large","Local"
"TX0190006","Nash City","tx","Medium","Local"
"TX0190007","Maud City","tx","Small","Local"
"TX0200001","Alvin City","tx","Medium-Large","Local"
"TX0200002","Angleton City","tx","Medium-Large","Local"
"TX0200004","Clute City","tx","Medium-Large","Local"
"TX0200005","Freeeport City","tx","Medium-Large","Local"
"TX0200006","Lake Jackson City","tx","Medium-Large","Local"
"TX0200008","Pearland City","tx","Large","Local"
"TX0200009","Sweeny City","tx","Medium","Local"
"TX0200010","West Columbia City","tx","Medium","Local"
"TX0200011","Danbury City","tx","Small","Local"
"TX0200035","Richwood City","tx","Medium","Local"
"TX0200230","Oyster Creek City","tx","Small","Local"
"TX0200411","Pearland City - MUD #1","tx","Medium","Local"
"TX0200610","Brazoria County MUD 21","tx","Medium","Local"
"TX0200706","Brazoria County MUD 22","tx","Medium","Local"
"TX0210001","Bryan City","tx","Large","Local"
"TX0210002","College Station City","tx","Large","Local"
"TX0210016","Wellborn Special Utility District","tx","Medium-Large","Local"
"TX0220001","Alpine City","tx","Medium","Local"
"TX0250001","Bangs City","tx","Small","Local"
"TX0250002","Brownwood City","tx","Medium-Large","Local"
"TX0250004","Brookesmith SUD","tx","Medium-Large","Local"
"TX0260001","Caldwell City","tx","Medium","Local"
"TX0260002","Somerville City","tx","Small","Local"
"TX0260005","Burleson County MUD #1","tx","Small","Local"
"TX0270001","Burnet City","tx","Medium","Local"
"TX0270012","Bertram City","tx","Small","Local"
"TX0270035","Windermere Oaks Water Supply Corporation","tx","Very Small","Local"
"TX0270036","Meadowlakes City","tx","Small","Local"
"TX0280001","Lockhart City","tx","Medium-Large","Local"
"TX0280002","Luling City","tx","Medium","Local"
"TX0280005","Polonia Water Supply Corporation","tx","Very Small","Local"
"TX0280013","Martindale WSC","tx","Small","Local"
"TX0290002","Port Lavaca City","tx","Medium-Large","Local"
"TX0300015","Callahan County WSC","tx","Small","Local"
"TX0310001","Brownsville Public Utilities Board","tx","Large","Local"
"TX0310002","Harlingen Water Works","tx","Large","Local"
"TX0310007","San Benito City","tx","Medium-Large","Local"
"TX0310027","Palm Valley City","tx","Small","Local"
"TX0310031","East Rio Hondo WSC - Arroyo City","tx","Small","Local"
"TX0320001","Pittsburg City","tx","Medium","Local"
"TX0320002","BI County WSC 1","tx","Medium-Large","Local"
"TX0340004","Linden City","tx","Small","Local"
"TX0340055","Holly Springs WSC - East Meter","tx","Small","Local"
"TX0360017","Mont Belvieu City","tx","Medium","Local"
"TX0370002","Jacksonville City","tx","Medium-Large","Local"
"TX0370003","Rusk City","tx","Medium","Local"
"TX0370028","New Summerfield City","tx","Small","Local"
"TX0390001","Henrietta City","tx","Small","Local"
"TX0410001","Bronte City","tx","Small","Local"
"TX0420001","Coleman City","tx","Medium","Local"
"TX0430002","Blue Ridge City","tx","Small","Local"
"TX0430003","Celina City","tx","Medium-Large","Local"
"TX0430004","Farmersville City","tx","Medium","Local"
"TX0430005","Frisco City","tx","Large","Local"
"TX0430007","Plano City","tx","Large","Local"
"TX0430008","Princeton City","tx","Medium-Large","Local"
"TX0430011","Wylie City","tx","Medium-Large","Local"
"TX0430025","Allen City","tx","Large","Local"
"TX0430026","Altoga Water Supply Corporation","tx","Small","Local"
"TX0430027","Anna City","tx","Medium-Large","Local"
"TX0430032","Desert WSC","tx","Small","Local"
"TX0430033","East Fork SUD","tx","Medium-Large","Local"
"TX0430035","Frognot WSC","tx","Small","Local"
"TX0430036","Josephine City","tx","Small","Local"
"TX0430037","Bear Creek Special Utility District","tx","Medium","Local"
"TX0430039","McKinney City","tx","Large","Local"
"TX0430040","Melissa City","tx","Medium-Large","Local"
"TX0430042","Murphy City","tx","Medium-Large","Local"
"TX0430045","Parker City","tx","Medium","Local"
"TX0430054","Lucas City","tx","Medium","Local"
"TX0450001","Columbus City","tx","Medium","Local"
"TX0450002","Eagle Lake City","tx","Medium","Local"
"TX0450004","Weimar City","tx","Small","Local"
"TX0450015","Rock Island Water Supply Corporation","tx","Very Small","Local"
"TX0460001","New Braunfels Utilities","tx","Medium-Large","Local"
"TX0460024","Cypress Cove WSC","tx","Small","Private"
"TX0460205","Kings Point Water Supply Corporation","tx","Very Small","Local"
"TX0470001","Comanche City","tx","Medium","Local"
"TX0470002","De Leon City","tx","Small","Local"
"TX0480001","Eden City","tx","Small","Local"
"TX0490001","Gainesville City","tx","Medium-Large","Local"
"TX0490002","Muenster City","tx","Small","Local"
"TX0490003","Lindsay City","tx","Small","Local"
"TX0490013","Callisburg City","tx","Small","Local"
"TX0490016","Lake Kiowa SUD","tx","Small","Local"
"TX0490049","Valley View City","tx","Small","Local"
"TX0500001","Copperas Cove City","tx","Medium-Large","Local"
"TX0540001","Crosbyton City","tx","Small","Local"
"TX0540002","Lorenzo City","tx","Small","Local"
"TX0540003","Ralls City","tx","Small","Local"
"TX0550001","Van Horn City","tx","Small","Local"
"TX0570004","Dallas City","tx","Very Large","Local"
"TX0570006","Desoto City","tx","Medium-Large","Local"
"TX0570007","Duncanville City","tx","Medium-Large","Local"
"TX0570010","Garland City","tx","Large","Local"
"TX0570012","Hutchins City","tx","Medium","Local"
"TX0570013","Lancaster City","tx","Medium-Large","Local"
"TX0570014","Mesquite City","tx","Large","Local"
"TX0570015","Richardson City","tx","Large","Local"
"TX0570016","Seagoville City","tx","Medium-Large","Local"
"TX0570018","Wilmer City","tx","Medium","Local"
"TX0570032","Balch Springs City","tx","Medium-Large","Local"
"TX0570034","Carrollton City","tx","Large","Local"
"TX0570036","Cedar Hill City","tx","Medium-Large","Local"
"TX0570038","Cockrell Hill City","tx","Medium","Local"
"TX0570039","Combine WSC","tx","Small","Local"
"TX0570040","Coppell City","tx","Medium-Large","Local"
"TX0570047","Farmers Branch City","tx","Medium-Large","Local"
"TX0570048","Grand Prairie City","tx","Large","Local"
"TX0570050","Irving City","tx","Large","Local"
"TX0570056","Rowlett City","tx","Medium-Large","Local"
"TX0570057","Sachse City","tx","Medium-Large","Local"
"TX0570061","University Park","tx","Medium-Large","Local"
"TX0570085","Glenn Heights City","tx","Medium-Large","Local"
"TX0580001","Lamesa City","tx","Medium","Local"
"TX0600001","Cooper City","tx","Small","Local"
"TX0600018","Delta County MUD","tx","Small","Local"
"TX0610001","Aubrey City","tx","Small","Local"
"TX0610002","Denton City","tx","Large","Local"
"TX0610003","Justin City","tx","Medium","Local"
"TX0610004","Lewisville City","tx","Large","Local"
"TX0610005","Pilot Point City","tx","Medium","Local"
"TX0610006","Sanger City","tx","Medium","Local"
"TX0610007","Krum City","tx","Medium","Local"
"TX0610008","Roanoke City","tx","Medium","Local"
"TX0610019","Argyle Water Supply Corporation","tx","Medium","Local"
"TX0610023","Flower Mound Town","tx","Medium-Large","Local"
"TX0610065","Corinth City","tx","Medium-Large","Local"
"TX0610080","Highland Village City","tx","Medium-Large","Local"
"TX0610081","Colony City","tx","Medium-Large","Local"
"TX0610091","Hackberry City","tx","Medium","Local"
"TX0610113","Red Rock Water Supply Corporation","tx","Very Small","Local"
"TX0620001","Cuero City","tx","Medium","Local"
"TX0670001","Cisco City","tx","Medium","Local"
"TX0670002","Eastland City","tx","Medium","Local"
"TX0670005","Rising Star City","tx","Small","Local"
"TX0680002","Odessa City","tx","Large","Local"
"TX0680214","Greater Gardendale WSC","tx","Small","Local"
"TX0690012","Rocksprings City","tx","Small","Local"
"TX0700001","Ennis City","tx","Medium-Large","Local"
"TX0700002","Ferris City","tx","Small","Local"
"TX0700004","Maypearl City","tx","Small","Local"
"TX0700005","Midlothian City","tx","Medium-Large","Local"
"TX0700006","Milford City","tx","Small","Local"
"TX0700007","Palmer City","tx","Small","Local"
"TX0700008","Waxahachie City","tx","Medium-Large","Local"
"TX0700019","Avalon Water & Sewer Corp.","tx","Small","Local"
"TX0700024","East Garrett WSC","tx","Small","Local"
"TX0700031","Red Oak City","tx","Medium-Large","Local"
"TX0700033","Rockett SUD","tx","Medium-Large","Local"
"TX0710002","El Paso City","tx","Very Large","Local"
"TX0710154","Lower Valley Water District","tx","Medium-Large","Local"
"TX0720002","Stephenville City","tx","Medium-Large","Local"
"TX0720013","Barton WSC","tx","Small","Local"
"TX0720028","Green Creek WSC","tx","Small","Local"
"TX0730003","Rosebud City","tx","Small","Local"
"TX0730013","Cego Durango WSC","tx","Small","Local"
"TX0740001","Bonham City","tx","Medium-Large","Local"
"TX0740005","Leonard City","tx","Small","Local"
"TX0740006","Savoy City","tx","Small","Local"
"TX0740009","Trenton City","tx","Small","Local"
"TX0740019","Arledge Ridge WSC","tx","Small","Local"
"TX0750001","Fayetteville City","tx","Small","Local"
"TX0750002","Flatonia City","tx","Small","Local"
"TX0750003","La Grange City","tx","Medium","Local"
"TX0750004","Schulenburg City","tx","Small","Local"
"TX0750007","Carmine City","tx","Very Small","Local"
"TX0750009","Fayette County WCID - Monument Hill","tx","Small","Local"
"TX0750014","Ellinger Sewer & Water Supply Corporation","tx","Very Small","Local"
"TX0750034","Fayette WSC - East","tx","Small","Local"
"TX0790003","Rosenberg City","tx","Medium-Large","Local"
"TX0790004","Fort Bend County WCID 2","tx","Medium-Large","Local"
"TX0790005","Sugar Land City","tx","Large","Local"
"TX0790014","Beaseley City","tx","Small","Local"
"TX0790023","Richmond City","tx","Medium-Large","Local"
"TX0790025","Meadows Place City","tx","Medium","Local"
"TX0790037","Orchard City","tx","Very Small","Local"
"TX0790049","Meadowcreek MUD","tx","Small","Local"
"TX0790132","Pecan Grove MUD","tx","Medium-Large","Local"
"TX0790133","Fulshear City","tx","Medium-Large","Local"
"TX0790158","Kingsbridge Municipal Utility District","tx","Medium","Local"
"TX0790253","Sugar Land City - New Territory","tx","Medium-Large","Local"
"TX0790296","Sugarland City - Greatwood","tx","Medium-Large","Local"
"TX0790356","Grand Lakes MUD #4","tx","Small","Local"
"TX0790366","Fort Bend County MUD 118","tx","Medium","Local"
"TX0790429","Fort Bend County MUD 142","tx","Medium","Local"
"TX0790435","Fort Bend County MUD 146","tx","Medium","Local"
"TX0790440","Fort Bend County FWSD 2","tx","Small","Local"
"TX0790472","Fort Bend County MUD 143 - Water View ESTA","tx","Medium","Local"
"TX0790474","Fort Bend County FWSD 1","tx","Small","Local"
"TX0790478","Fort Bend County MUD 185","tx","Small","Local"
"TX0790543","Fort Bend County MUD 194","tx","Small","Local"
"TX0790566","Fort Bend County MUD 132","tx","Very Small","Local"
"TX0800001","Mount Vernon City","tx","Small","Local"
"TX0800016","Cypress Springs SUD  - South Plant","tx","Small","Local"
"TX0810002","Teague City","tx","Medium","Local"
"TX0820002","Pearsall City","tx","Medium","Local"
"TX0840002","Friendswood City","tx","Medium-Large","Local"
"TX0840003","Galveston City","tx","Medium-Large","Local"
"TX0840004","Hitchcock City","tx","Medium","Local"
"TX0840006","La Marque City","tx","Medium-Large","Local"
"TX0840007","League City","tx","Large","Local"
"TX0840008","Texas City City","tx","Medium-Large","Local"
"TX0840010","Bayview MUD","tx","Small","Local"
"TX0840011","Bacliff MUD","tx","Medium","Local"
"TX0840030","Jamaica Beach City","tx","Small","Local"
"TX0840044","Bolivar Peninsula SUD","tx","Medium-Large","Local"
"TX0850001","Post City","tx","Medium","Local"
"TX0860001","Fredericksburg City","tx","Medium-Large","Local"
"TX0880001","Goliad City","tx","Small","Local"
"TX0880011","Goliad County Water Supply Corporation - Berclair","tx","Very Small","Local"
"TX0880012","Goliad County Water Supply Corporation - La Bahia","tx","Very Small","Local"
"TX0890001","Gonzales City","tx","Medium","Local"
"TX0890002","Nixon City","tx","Small","Local"
"TX0890004","Smiley City","tx","Very Small","Local"
"TX0910003","Denison City","tx","Medium-Large","Local"
"TX0910004","Pottsboro City","tx","Small","Local"
"TX0910006","Sherman City","tx","Medium-Large","Local"
"TX0910008","Tom Bean City","tx","Small","Local"
"TX0910009","Van Alstyne City","tx","Medium","Local"
"TX0910012","Gunter City","tx","Small","Local"
"TX0910013","Howe City","tx","Small","Local"
"TX0910028","Early City","tx","Small","Local"
"TX0910055","Marilee SUD - Marilee-Elmont","tx","Small","Local"
"TX0910060","Kentucky Town WSC","tx","Small","Local"
"TX0920001","Gladewater City","tx","Medium","Local"
"TX0920003","Kilgore City","tx","Medium-Large","Local"
"TX0920004","Longview City","tx","Large","Local"
"TX0920006","White Oak City","tx","Medium","Local"
"TX0930011","Anderson Water Company & Plumbing Supply","tx","Very Small","Private"
"TX0930048","G&W WSC","tx","Small","Local"
"TX0930049","Dobbin-Plantersville WSC","tx","Small","Local"
"TX0940001","Marion City","tx","Small","Local"
"TX0940002","Seguin City","tx","Medium-Large","Local"
"TX0940003","Schertz City","tx","Medium-Large","Local"
"TX0940018","Cibolo City","tx","Medium-Large","Local"
"TX0950003","Petersburg City","tx","Small","Local"
"TX0970001","Hamilton City","tx","Medium","Local"
"TX0970002","Hico City","tx","Small","Local"
"TX1000015","North Hardin WSC","tx","Medium","Local"
"TX1000016","Hardin County WCID #1","tx","Small","Local"
"TX1010003","Baytown City","tx","Medium-Large","Local"
"TX1010004","Bellaire City","tx","Medium-Large","Local"
"TX1010007","Deer Park City","tx","Medium-Large","Local"
"TX1010009","Galena Park City","tx","Medium-Large","Local"
"TX1010013","Houston City","tx","Very Large","Local"
"TX1010015","Jacinto City","tx","Medium-Large","Local"
"TX1010017","Katy City","tx","Medium-Large","Local"
"TX1010018","La Porte City","tx","Medium-Large","Local"
"TX1010023","Southside Place City","tx","Small","Local"
"TX1010026","Tomball City","tx","Medium-Large","Local"
"TX1010027","West University Place City","tx","Medium-Large","Local"
"TX1010056","Clear Lake City Water Authority","tx","Large","Local"
"TX1010062","Seabrook City","tx","Medium-Large","Local"
"TX1010087","Morgans Point City","tx","Very Small","Local"
"TX1010096","Bammel Forest Utility","tx","Small","Private"
"TX1010106","Bunker Hill Village","tx","Medium","Local"
"TX1010152","Nassau Bay City","tx","Medium","Local"
"TX1010172","Inverness Forest ID","tx","Small","Local"
"TX1010207","Shoreacres City","tx","Small","Local"
"TX1010214","Spring Valley Village","tx","Medium","Local"
"TX1010226","Webster City","tx","Medium-Large","Local"
"TX1010233","Champions MUD","tx","Medium","Local"
"TX1010277","Westador MUD","tx","Medium","Local"
"TX1010279","Memorial Hills Utility District","tx","Small","Local"
"TX1010293","Pasadena City","tx","Large","Local"
"TX1010348","Houston MUD 5 - Kingwood","tx","Large","Local"
"TX1010359","Harris County WCID 109","tx","Medium","Local"
"TX1010413","Harris County WCID 132","tx","Medium","Local"
"TX1010432","Cypresswood Utility District","tx","Medium","Local"
"TX1010435","Fountainhead Municipal Utility District","tx","Medium","Local"
"TX1010440","Kleinwood MUD","tx","Small","Local"
"TX1010471","El Dorado Utility District","tx","Medium","Local"
"TX1010482","Harris County WCID 110","tx","Medium","Local"
"TX1010494","Lake Forest Utility District","tx","Medium","Local"
"TX1010495","Malcomson Road Utility District","tx","Medium","Local"
"TX1010496","Harris County MUD 6 - Carraige Lane","tx","Medium","Local"
"TX1010615","Hunters Glen MUD","tx","Medium","Local"
"TX1010632","Charterwood Municipal Utility District","tx","Medium","Local"
"TX1010687","Encanto Real UD","tx","Small","Local"
"TX1010774","Harris County MUD 120","tx","Medium-Large","Local"
"TX1010919","Cypress Forest PUD","tx","Medium","Local"
"TX1011019","Addicks Utility District","tx","Medium","Local"
"TX1011143","Klein PUD","tx","Medium","Local"
"TX1011237","Woodcreek MUD","tx","Medium","Local"
"TX1011410","Cimarron Municipal Utility District","tx","Medium","Local"
"TX1011550","Bridgestone Municipal Utility District","tx","Medium-Large","Local"
"TX1011585","Houston City - District 73","tx","Medium","Local"
"TX1011613","Barker Cypress Municipal Utility District","tx","Medium","Local"
"TX1011649","Northwest Harris County MUD 10","tx","Medium","Local"
"TX1011681","Clay Road MUD","tx","Medium","Local"
"TX1011689","Mayde Creek Municipal Utility District","tx","Medium","Local"
"TX1011783","Harris County MUD 168","tx","Medium-Large","Local"
"TX1011833","Castlewood MUD","tx","Small","Local"
"TX1011902","Houston City - Willowchase","tx","Medium-Large","Local"
"TX1011998","Northwest Harris County MUD 20","tx","Medium","Local"
"TX1012007","Harris County MUD 200 - Cranbrook","tx","Medium-Large","Local"
"TX1012145","Harris County MUD 211","tx","Very Small","Local"
"TX1012238","West Harris County MUD 17","tx","Small","Local"
"TX1012293","Northwest Harris County MUD 29","tx","Small","Local"
"TX1012498","Harris County MUD 233","tx","Very Small","Local"
"TX1012532","Harris County MUD 286","tx","Medium","Local"
"TX1012865","Kings Manor MUD","tx","Medium","Local"
"TX1012987","Hilshire Village City","tx","Small","Local"
"TX1013034","Northwest Harris County MUD 32","tx","Medium","Local"
"TX1013135","Harris County MUD 249","tx","Small","Local"
"TX1013310","Harris County MUD 400 - West","tx","Medium","Local"
"TX1013365","Harris-Fort Bend Counties MUD 3","tx","Medium","Local"
"TX1013385","Harris County MUD 287","tx","Small","Local"
"TX1013390","Harris County MUD 500","tx","Small","Local"
"TX1013403","Harris County MUD 501","tx","Small","Local"
"TX1013494","Harris County MUD 502","tx","Very Small","Local"
"TX1013530","Harris County MUD 530","tx","Very Small","Local"
"TX1013563","Harris County MUD 319","tx","Very Small","Local"
"TX1013632","Harris County MUD 422","tx","Very Small","Local"
"TX1020002","Marshall City","tx","Medium-Large","Local"
"TX1020026","Gum Springs WSC","tx","Small","Local"
"TX1040015","Sagerton Water Supply Corporation","tx","Very Small","Local"
"TX1050001","San Marcos City","tx","Medium-Large","Local"
"TX1050002","Kyle City","tx","Medium-Large","Local"
"TX1050012","Buda City","tx","Medium-Large","Local"
"TX1050137","Hays County WCID #1","tx","Small","Local"
"TX1050148","Hays County WCID #2","tx","Small","Local"
"TX1070005","Athens City","tx","Medium-Large","Local"
"TX1070006","Chandler City","tx","Medium","Local"
"TX1070016","Crescent Heights WSC","tx","Small","Local"
"TX1070025","Leagueville WSC","tx","Small","Local"
"TX1070034","Bethel Ash Water Supply Corporation","tx","Very Small","Local"
"TX1070238","Bethel Ash WSC - Douglas","tx","Small","Local"
"TX1070239","Bethel Ash WSC - Hall","tx","Small","Local"
"TX1070240","Bethel Ash WSC - Lowe","tx","Small","Local"
"TX1070241","Bethel Ash WSC - McAtee","tx","Small","Local"
"TX1070242","Bethel Ash WSC - Murphy","tx","Small","Local"
"TX1070243","Bethel Ash WSC - Walton","tx","Small","Local"
"TX1070251","Bethel Ash WSC - Water Edge","tx","Small","Local"
"TX1080001","Alamo City","tx","Medium-Large","Local"
"TX1080004","Edinburg City","tx","Large","Local"
"TX1080006","McAllen Public Utility","tx","Large","Local"
"TX1080007","Mercedes City","tx","Medium-Large","Local"
"TX1080008","Mission City","tx","Large","Local"
"TX1080009","Pharr City","tx","Large","Local"
"TX1080010","San Juan City","tx","Medium-Large","Local"
"TX1080011","Weslaco City","tx","Medium-Large","Local"
"TX1080022","AGUA Special Utility District","tx","Medium-Large","Local"
"TX1080029","North Alamo Water Supply Company","tx","Large","Local"
"TX1080033","Sharyland Water Supply Corporation","tx","Medium-Large","Local"
"TX1090002","Hubbard City","tx","Small","Local"
"TX1090006","Whitney City","tx","Small","Local"
"TX1090018","Brandon-Irene WSC","tx","Small","Local"
"TX1100002","Levelland City","tx","Medium-Large","Local"
"TX1100004","Ropesville City","tx","Very Small","Local"
"TX1110001","Granbury City","tx","Medium-Large","Local"
"TX1110007","Acton Municipal Utility District","tx","Medium-Large","Local"
"TX1110012","Tolar City","tx","Small","Local"
"TX1120001","Cumby City","tx","Small","Local"
"TX1120002","Sulphur Springs City","tx","Medium-Large","Local"
"TX1120013","Cornersville WSC","tx","Small","Local"
"TX1130001","Crockett City","tx","Medium","Local"
"TX1140001","Big Spring City","tx","Medium-Large","Local"
"TX1140002","Coahoma City","tx","Medium","Local"
"TX1160001","Caddo Mills City","tx","Small","Local"
"TX1160002","Celeste City","tx","Small","Local"
"TX1160003","Commerce City","tx","Medium","Local"
"TX1160004","Greenville City","tx","Medium-Large","Local"
"TX1160005","Wolfe City","tx","Small","Local"
"TX1160007","Quinlan City","tx","Small","Local"
"TX1160018","Cash SUD","tx","Medium-Large","Local"
"TX1160031","Jacobia WSC","tx","Small","Local"
"TX1170001","Borger City","tx","Medium-Large","Local"
"TX1170003","Stinnett City","tx","Small","Local"
"TX1180002","Mertzon City","tx","Small","Local"
"TX1190002","Jacksboro City","tx","Medium","Local"
"TX1200022","Cape Carancahua WSC","tx","Small","Local"
"TX1230001","Beaumont City","tx","Large","Local"
"TX1230004","Meeker MWD","tx","Small","Local"
"TX1230006","Nederland City","tx","Medium-Large","Local"
"TX1230009","Port Arthur City","tx","Medium-Large","Local"
"TX1230010","Port Neches","tx","Medium-Large","Local"
"TX1230049","Bevil Oaks City","tx","Small","Local"
"TX1250001","Alice City","tx","Medium-Large","Local"
"TX1260001","Alvarado City","tx","Medium","Local"
"TX1260002","Burleson City","tx","Medium-Large","Local"
"TX1260003","Cleburne City","tx","Medium-Large","Local"
"TX1260004","Grandview City","tx","Small","Local"
"TX1260007","Godley City","tx","Small","Local"
"TX1260008","Keene City","tx","Medium","Local"
"TX1260018","Johnston County SUD","tx","Medium-Large","Local"
"TX1270001","Anson City","tx","Small","Local"
"TX1280001","Karnes City","tx","Medium","Local"
"TX1280002","Kenedy City","tx","Medium","Local"
"TX1290002","Forney City","tx","Medium-Large","Local"
"TX1290003","Kaufman City","tx","Medium","Local"
"TX1290006","Terrell City","tx","Medium-Large","Local"
"TX1290007","Crandall City","tx","Small","Local"
"TX1290019","Markout WSC","tx","Small","Local"
"TX1290038","Country Club WSC","tx","Small","Local"
"TX1300001","Boerne City","tx","Medium-Large","Local"
"TX1300002","Kendall County WCID #1","tx","Small","Local"
"TX1330001","Kerrville City","tx","Medium-Large","Local"
"TX1340001","Junction City","tx","Small","Local"
"TX1370001","Kingsville City","tx","Medium-Large","Local"
"TX1390013","Reno City","tx","Small","Local"
"TX1410001","Lampasas City","tx","Medium","Local"
"TX1420007","Greater Gardendale Water Supply Corporation","tx","Very Small","Local"
"TX1440001","Giddings City","tx","Medium","Local"
"TX1450001","Buffalo City","tx","Small","Local"
"TX1460001","Clevland City","tx","Medium","Local"
"TX1460003","Liberty City","tx","Medium","Local"
"TX1470004","Mexia City","tx","Medium","Local"
"TX1490001","George West City","tx","Small","Local"
"TX1500001","Llano City","tx","Medium","Local"
"TX1500002","Llano County MUD #1","tx","Small","Local"
"TX1500010","Sunrise Beach Village City","tx","Small","Local"
"TX1500012","Kingsland Water Supply Corporation","tx","Medium-Large","Local"
"TX1500015","Horseshoe Bay City","tx","Medium-Large","Local"
"TX1520002","Lubbock City","tx","Large","Local"
"TX1520003","Shallowater City","tx","Small","Local"
"TX1520004","Slaton City","tx","Medium","Local"
"TX1520005","Wolfforth City","tx","Medium","Local"
"TX1520015","New Deal City","tx","Small","Local"
"TX1530002","Tahoka City","tx","Small","Local"
"TX1540001","Brady City","tx","Medium","Local"
"TX1550001","Bellmead City","tx","Medium-Large","Local"
"TX1550004","McGregor City","tx","Medium","Local"
"TX1550005","Mart City","tx","Small","Local"
"TX1550008","Waco City","tx","Large","Local"
"TX1550009","West City","tx","Small","Local"
"TX1550010","Robinson City","tx","Medium-Large","Local"
"TX1550016","Axtell Water Supply Corporation","tx","Small","Local"
"TX1550017","Bold Springs WSC","tx","Small","Local"
"TX1550021","China Spring Water","tx","Small","Private"
"TX1550022","Cottonwood WSC","tx","Small","Local"
"TX1550023","East Crawford WSC","tx","Small","Local"
"TX1550024","Bruceville Eddy City","tx","Medium","Local"
"TX1550025","EOL WSC","tx","Small","Local"
"TX1550027","Leroy Tours Gerald WSC","tx","Small","Local"
