"pwsid","pop1990","pop2000","pop2010","cwsPop","under18","age18to34","age35to59","age60to64","over65","Asian","Black","Native","Other","White","Hispanic","d0to24k","d25to49k","d50to74k","d75to100k","d100to125k","d125to150k","d150kmore","built_2010later","built_2000to2009","built_1990to1999","built_1980to1989","built_1970to1979","built_1960to1969","built_1950to1959","built_1940to1949","built_1939early","keep"
"NM3518025",18180,19487,18472,18044,18.17,24.43,32.56,6.39,18.46,1.82,1.35,2.05,35.65,59.14,81.45,44.96,20.91,15.48,7.18,4.52,2.94,4.01,0.41,5.74,14.13,13.35,18.99,8.68,11.89,4.98,21.83,"keep"
"NM3520203",49174,50501,53938,53892,27.83,22.51,28.3,6.09,15.26,0.99,1.33,1.84,8.48,87.36,57.61,32.01,25.23,18.27,11.61,5.56,3.7,3.62,2.81,5.28,7.46,12.15,14.06,20.33,23.14,9.95,4.82,"keep"
"NM3520308",10471,11345,12405,12699,33.73,19.79,26.02,6.31,14.15,0.01,1.7,2.01,7.32,88.96,54.88,30.98,18.51,12.23,12.15,6.62,6.38,13.11,8.96,9.46,7.24,9.25,17.87,18.99,18.01,4.25,5.97,"keep"
"NM3520608",28549,29354,29776,33006,24.44,24.96,30.56,5.9,14.15,0.93,1.3,1.61,6.5,89.66,45.56,17.93,21.58,15.31,18.1,9.1,6.59,11.39,11.03,4.48,7.65,9.1,12.36,13.8,26.65,10.04,4.89,"keep"
"NM3521513",3619,3477,3866,4303,35.1,17.91,28.12,6.58,12.28,0,0,3.68,0.33,95.98,49.47,17.16,23.78,18.47,18.12,13.33,2.7,6.45,4.29,4.22,10.07,10.82,10.61,19.18,35.65,2.52,2.65,"keep"
"NM3521613",29772,29456,34616,38936,31.5,23.99,29.6,4.2,10.71,1.01,5.5,0.83,6.94,85.72,56.92,22.56,19.81,19.79,13.72,8.32,5.46,10.34,6.44,6.44,6.13,14.54,20.36,16.86,20.65,6.08,2.49,"keep"
"NM3521813",10517,10832,12610,13231,30.86,25.91,25.9,4.86,12.47,0,3.16,0.35,8.09,88.4,69.5,17.54,28.15,25.62,9.8,6.74,4.75,7.39,6.59,6.95,3.23,9.96,13.19,23.75,30.51,2.3,3.52,"keep"
"NM3522609",15720,17682,17474,16852,21.29,22.77,26.46,7.33,22.15,1.19,0.63,1.88,5.47,90.82,53.04,35.37,28.27,11.48,9.9,6.64,2.6,5.75,0.3,6.41,12.33,15.97,24.49,10.56,13.38,6.85,9.72,"keep"
"NM3523528",2001,2158,2174,1491,18.76,7.07,30.6,6.25,37.3,0,0,1.34,2.08,96.57,37.01,27.84,32.99,10.82,0,21.65,2.58,4.12,0,0.87,12.12,16.45,10.39,17.32,14.94,0.87,27.06,"keep"
"NM3523728",11269,12461,12536,11578,24.12,28.72,24.64,7.44,15.08,4.24,0.75,5.7,6.48,82.83,52.54,31.92,27.43,14.91,10.51,7.34,4.02,3.86,0.46,4.31,14.76,23.25,19.44,20.68,9.4,4.81,2.89,"keep"
"NM3524330",1788,1982,2081,1796,13.83,21.48,28.34,10.35,26,0.47,0,0,4.94,94.59,43.37,33.33,15.9,15.38,15.9,4.44,7.86,7.18,1.31,14.32,11.58,13.01,11.8,14.86,5.14,10.49,17.49,"too small"
"NM3524626",3918,7110,8090,8500,18.42,13.58,36.77,10.34,20.89,1.78,0.13,1.42,5.58,91.1,21.75,9.94,17.84,19.23,15.72,9.33,6.11,21.83,2.83,31.61,30.26,18.26,9.39,2.35,1.23,0.37,3.69,"keep"
"NM3524932",5329,6766,7717,8102,23.8,23.38,28.73,7.11,16.98,0.61,0.9,7.84,6.33,84.32,62.65,28.06,30.02,19.36,9.38,6.48,1.15,5.54,3.55,13.01,15.7,18.53,17.03,9.78,9.43,3.91,9.07,"keep"
"NM3525332",9122,13172,17639,18289,24.01,20.56,32.83,5.5,17.1,1.79,2.53,1.99,12.07,81.62,59.64,25.27,20.76,23.01,14.06,7.28,4.67,4.95,2.44,23.24,32.72,17.66,14.83,4.02,1.78,2.44,0.87,"keep"
"NM3526704",11702,11691,11199,9733,20.11,20.04,24.3,9.05,26.5,0.25,0.17,1.7,9.71,88.16,52.72,40.22,29.16,12.68,5.12,9.8,1.12,1.9,0.58,2.6,10.47,7.41,12.65,3.96,17.15,11.79,33.4,"keep"
"NM3526811",656,539,462,293,13.83,15.87,22.68,8.62,39,0,0,0,17.69,82.31,39.68,43.6,26.07,8.53,5.21,6.16,4.74,5.69,0.53,4.41,4.06,8.99,10.76,9.17,17.11,16.05,28.92,"too small"
"NM3527305",33607,36344,41853,42976,26.5,28.07,27.52,5.14,12.77,1.13,4.91,0.87,27.32,65.78,44.57,27.72,28.97,18.87,11.13,6.77,2.84,3.7,5.39,11.12,9.52,13.24,21.69,15.79,10.85,6.86,5.53,"keep"
"NM3528020",9107,8230,7379,7124,24.56,19.45,30.68,5.16,20.15,1.06,2.16,1.79,8.33,86.65,57.05,47.92,28.09,14.74,2.45,4.69,0.53,1.59,0.3,1.55,2.71,4.61,13.36,20.21,34.47,15.68,7.11,"keep"
"NM3528222",182,180,154,161,23.77,18.37,32.77,8.05,17.03,0.71,0.26,0.34,19.69,78.99,28.77,15.77,24.51,19.15,13.52,10.99,6.76,9.3,3.02,6.73,8.82,5.34,13.69,20.19,22.04,7.42,12.76,"too small"
"NM3528522",12913,13781,15330,14067,23.57,38.05,22.46,3.59,12.33,0.61,3.97,1.2,20.76,73.46,48.21,35.37,26.46,16.06,10.9,5.35,4.23,1.63,6.2,8.96,15.44,12.12,14.05,11.49,17.72,7.27,6.76,"keep"
"NM3528616",11618,14328,14538,14793,28.65,18.97,26.62,5.59,20.18,1.24,2.08,0.71,6.59,89.38,70.23,44.62,21.71,14.1,10.24,4.79,2.16,2.38,1.97,8.63,12.9,12.44,17.41,13.98,18.95,7.25,6.48,"keep"
"NM3530827",941,2242,2244,2082,5.13,8.21,25.17,3.18,58.31,0,0,0,0,100,17.45,31.98,27.91,18.79,4.91,4.91,0.7,10.8,0,15.5,31.01,29.91,19.64,2.52,0,0,1.42,"keep"
"NM3531804",283,417,450,568,16.88,15.46,31.82,10.31,25.54,0.78,1.51,2.05,12.63,83.03,47.39,30.68,24.48,19.47,11.36,9.14,0.59,4.28,1.11,14.36,36.63,13,6.93,7.98,8.29,4.52,7.18,"too small"
"NM3531904",4086,9205,10283,6045,16.88,15.46,31.82,10.31,25.54,0.78,1.51,2.05,12.63,83.03,47.39,11.25,26.5,29.75,14.5,4.5,6.75,6.75,2.18,15.95,17.38,30.48,20.35,3.23,1.13,2.21,7.09,"keep"
"NM3532032",1112,3776,3726,2656,28.47,18.37,37.21,5.01,10.93,0,0,1.12,10.49,88.39,77.3,37.95,31.34,15.36,6.74,2.12,5.49,1,3.54,7.35,31.95,26.99,26.81,2.74,0.62,0,0,"keep"
"NM3537326",3316,6773,7319,7350,9.35,8.75,28.75,13.73,39.43,1.09,1.98,0.81,4.04,92.07,17.83,11.98,15.6,19.64,14.47,11.14,8.46,18.7,1.16,20.2,42.23,23.36,9.52,1.91,0.13,0.31,1.16,"keep"
"NM3554307",8861,11222,15156,16217,25.68,20.15,28.51,6.4,19.26,0.53,1.45,0.56,5.85,91.61,61.18,18.81,24.66,16.19,14.91,11.19,3.53,10.7,4.95,19.78,20.39,24.94,16.06,4.95,3.32,2.84,2.77,"keep"
"NM3558514",889,2301,3086,3585,18.55,14.73,26.15,10.52,30.05,0,0.51,0,1.22,98.28,30.24,13.73,32.96,13.81,15.29,7.87,8.09,8.24,4.32,27.37,23.03,19.34,18.74,1.3,3.63,1.04,1.24,"too small"
"NM3560007",1327,1958,1910,2153,17.2,29.31,24.39,9.31,19.79,0.85,0.22,0.78,6.39,91.76,62.42,29.36,25.78,14.59,11.83,5.96,3.94,8.53,0.84,10.13,12.98,22.28,14.91,8.71,7.79,4.52,17.84,"keep"
"NM3573627",452,1076,1077,999,5.13,8.21,25.17,3.18,58.31,0,0,0,0,100,17.45,31.98,27.91,18.79,4.91,4.91,0.7,10.8,0,15.5,31.01,29.91,19.64,2.52,0,0,1.42,"too small"
"NM3580232",1668,2822,3277,3244,22.75,18.8,28.51,4.69,25.25,0.52,2.91,2.34,14.6,79.63,48.44,33.24,29.37,16,11.28,5.52,1.29,3.3,0.18,14.42,28.22,19.34,28.77,5.21,3.37,0,0.48,"keep"
"OR4100372",11452,14460,17737,18200,29.17,24.42,28.11,5.39,12.9,1.04,0.27,0.79,9.33,88.56,41.74,20.14,28.21,22.01,14.83,6.34,4.18,4.28,3.88,14.34,14.25,11.1,24.86,6.94,8.4,10.33,5.92,"keep"
"OR4100483",15956,19522,19935,20830,17.86,14.91,26.72,11.37,29.15,2.31,0.35,2.74,6.11,88.5,9.69,29.31,30.65,16.99,10.7,6,3.54,2.82,3.22,13.06,15.35,10.06,14.85,8.49,12.12,11.14,11.71,"keep"
"OR4100513",56989,73964,83304,91000,23.17,21.13,30.14,6.05,19.51,1.58,0.75,1.83,6.24,89.6,15.29,24.87,27.22,18.35,11.98,6.63,4.31,6.65,3.68,10.89,16.91,13.5,19.59,9.94,10.23,6.26,9.01,"keep"
"OR4100566",8341,9097,9444,10160,20.74,21.49,27.51,8.74,21.52,1.27,1.01,1.72,16.01,79.98,23.05,28.34,22.54,21.93,13.94,7.06,1.5,4.69,1.95,9.17,10.17,12.17,23.78,12.72,11.66,7.13,11.26,"keep"
"OR4100587",12520,14439,14486,14465,28.66,23.86,25.56,6.11,15.81,0.94,0.21,0.89,5.81,92.14,43.86,31.09,25.89,19.04,11.27,6.11,3.06,3.54,1.89,4.16,13.3,11.99,22.7,12.24,15.35,7.64,10.74,"keep"
"OR4100613",16366,17828,17708,17310,21,24.51,32.16,5.53,16.8,1.73,1.95,2.62,9.29,84.41,11.04,25.01,24.86,20.25,13.19,7,5.18,4.51,1.39,4.28,10.04,8.67,11.1,10.37,23.79,11.76,18.6,"keep"
"OR4100657",454279,499457,555066,614059,18.73,26.71,35.78,5.69,13.08,8.54,5.71,0.79,7.93,77.04,10.21,17.85,18.17,16.41,13.05,9.91,6.99,17.62,5.77,10.24,8.78,6.49,10.71,9.23,12.07,8.24,28.47,"keep"
"OR4100731",132947,164496,184352,199820,24.55,24.6,30.15,6.29,14.4,2.56,1.5,1.18,14.71,80.04,25.97,20.5,25.08,19.19,12.84,9.23,4.95,8.22,3.74,10.4,14.9,11.02,24.01,9.45,10.95,5.95,9.58,"keep"
"OR4100893",4491,4947,5109,5311,22.78,20.95,32.04,6.09,18.14,0.51,0.61,0.81,7.3,90.78,17.29,28.4,33.92,17.23,11.58,5.82,1.23,1.82,1.76,8.15,9.22,9.11,11.35,8.26,10.6,12.41,29.14,"keep"
"PA1090001",27665,28253,28572,28727,22.72,22.26,33.83,7.24,13.95,2.98,13.78,0.22,5.28,77.74,12.9,20,22.81,19.86,12.23,9.97,5.69,9.44,0.62,2.87,5.3,5.81,11.3,10.96,27.96,9.05,26.12,"keep"
"PA1090005",4728,5651,5816,5900,21.06,19.7,38.72,4.58,15.94,6.21,1.4,0.01,1.23,91.14,2.59,8.33,12.76,13.83,14.43,11.9,8.25,30.5,4.65,8.6,17.57,12.42,14.46,19.07,12.26,2.53,8.43,"keep"
"PA1090022",23051,22789,24115,24400,20.86,20.25,36.59,7.36,14.93,4.98,6.26,0.18,4.21,84.37,7.51,15.91,18.39,17.21,14.29,9.39,9.3,15.5,1.88,4.2,5.13,14.5,24.25,17.11,27.09,1.93,3.92,"keep"
"PA1090026",67507,65395,64724,63007,22.2,20.9,34.6,7.18,15.11,1.85,4.92,0.05,3.86,89.32,7.71,11.97,15.24,18.46,18.61,14.42,9.78,11.52,0.34,0.65,3.24,2.24,6.09,9.22,73.05,3.01,2.16,"keep"
"PA1090037",13072,14311,13717,13342,21.3,23.11,36.32,5.86,13.41,2.84,17.38,0.08,3.76,75.94,6.81,12.92,18.29,19.01,12.22,8.28,6.46,22.83,0.17,2.15,6.99,7.9,7.31,13.67,25.57,9.29,26.96,"keep"
"PA1090043",33204,38997,40060,38500,18.85,15.44,36.45,10.15,19.11,6.2,2.54,0.13,1.38,89.75,2.69,7.34,10.26,13.66,10.74,9.94,8,40.06,3.47,10.32,17.2,39.97,13.43,4.1,3.23,1.3,6.98,"keep"
"PA1090046",11830,13847,14919,15000,22.92,19.32,36.56,6.36,14.84,1.22,1.23,0.13,2.22,95.2,3.28,13.31,15.68,15.54,13.81,15.15,8.65,17.86,2.14,2.88,11.48,21.03,9.09,8.02,10.41,2.98,31.98,"keep"
"PA1090057",1385,1497,1528,1450,21.46,14.52,37.41,8.23,18.37,0,1.17,4.71,2.87,91.24,4.96,14.99,18.63,25.7,13.28,12.63,5.14,9.64,0,10,14.49,10.41,12.86,1.43,6.33,0.82,43.67,"keep"
"PA1090069",37286,37800,40745,40000,17.96,20.33,31.9,5.78,24.02,4.62,2.93,0.14,5.02,87.29,6.86,12.82,20.61,14.68,15.42,10.12,9.51,16.85,3.94,13.51,5.43,7.21,14.54,27.26,18.92,4.36,4.83,"keep"
"PA1090070",11716,16736,21172,21588,24.18,17.92,35.94,6.41,15.55,9.34,2.31,0.02,1.87,86.47,6.56,8.49,12.95,12.99,13.1,9.49,8.68,34.31,4.43,28.93,25.13,10,10.96,10.11,4.57,2.27,3.6,"keep"
"PA1090074",26935,32702,32801,32510,22.11,14.66,36.87,8.69,17.68,5.45,4.75,0.27,2.68,86.85,4.11,6.02,8.86,11.61,10.38,8.35,9.77,45.02,3.09,2.95,24.38,22.56,15.75,12.57,9.29,3.46,5.95,"keep"
"PA1090078",56613,57406,58178,59001,18.7,24.32,34.15,7.46,15.37,12.39,8.41,0.14,8.01,71.05,10.17,16.87,21.32,18,12.69,10.68,6.84,13.61,2.86,6.59,7.4,16.08,30.64,15.77,13.31,3.09,4.27,"keep"
"PA1090079",49851,51252,52338,52621,19.54,23.06,32.6,7.28,17.51,4.78,3.55,0.07,2.43,89.17,3.05,11.06,17.26,16.21,13.65,10.83,9.04,21.95,3.06,8.92,9.02,16.61,18.61,12.8,18.88,5.15,6.94,"keep"
"PA1090081",7867,8726,8745,8700,13.3,21.31,30.18,6.33,28.87,1.86,1.14,0.03,3.46,93.5,4.88,18.14,18.71,11.86,10.19,10.28,6.05,24.78,0.6,6.09,3.62,12.59,16.47,14.1,12.2,4.42,29.92,"keep"
"PA1090082",10188,10941,12766,12800,22.48,24.08,30.93,5.84,16.67,1.63,4.8,0.52,4.81,88.24,5.7,18.93,19.43,20.85,15.75,10.75,6.45,7.84,0.21,2.48,7.32,9.74,18.55,9.95,8.04,7.64,36.07,"keep"
"PA1090089",33606,36105,37629,36750,21.81,15.92,35.66,7.53,19.09,4.58,1.27,0.16,1.56,92.42,3.06,8.44,10.39,10.65,11.15,11.52,9.91,37.94,1.08,6.23,12.63,28.17,25.3,14.14,8.71,1.27,2.45,"keep"
"PA1090107",2232,2232,2300,2200,17.33,21.7,35.45,6.27,19.25,2.68,1.71,0.1,6.53,88.99,6.29,9.91,24.37,11.55,20.12,13.49,7.3,13.26,2.86,6.85,10.42,13.92,22.77,9.14,6.35,2.93,24.77,"keep"
"PA1090117",3762,4616,5565,5770,24.37,20.5,37.31,4.69,13.13,2.7,1.67,0,0.98,94.65,2.44,3.86,16.12,14.93,12.48,13.6,11.52,27.49,5.94,19.24,21.24,22.68,7.15,9.01,4.79,3.58,6.37,"keep"
"PA1090125",3213,3768,4245,4497,22.15,15.35,34,9.15,19.35,0.28,1.32,0.09,1.64,96.68,2.14,11.34,8.66,18.38,11.9,14.33,7.85,27.54,1.74,12.15,27.5,14.02,13.36,10.05,4.39,1.08,15.7,"keep"
"PA1090127",6346,8825,10752,11133,21.99,16.22,36.84,8.28,16.66,3.77,0.49,0,0.65,95.08,1.16,5.33,6.31,13.34,13.19,11.54,9.33,40.96,3.99,20.49,39.37,19.61,2.74,2.74,4.33,0.92,5.82,"keep"
"PA1090128",5750,7406,8510,8655,18.85,18.58,33.09,5.88,23.61,2.5,1.5,0.14,1.63,94.23,2.66,11.35,10.43,11.33,10.13,12,6.88,37.88,1.59,4.92,23.46,19.47,24.18,11.91,7.71,1.7,5.07,"keep"
"PA1090129",994,1547,2060,2100,16.97,10.96,39.42,7.9,24.76,5.29,0.33,0.3,1.4,92.67,3.84,9.19,12.3,14.96,10.12,10.7,6.04,36.68,1.87,27.47,23.08,8.64,10.28,4.17,4.55,2.25,17.69,"too small"
"PA1090130",1681,2704,3036,3017,10.66,16.63,41.66,4.62,26.42,2.31,0,0.44,1.55,95.7,7.08,13.8,14.06,15.32,12.96,6.31,4.63,32.91,3.28,16.11,20.99,5.41,10.96,5.21,5.08,3.94,29.01,"too small"
"PA1090131",5604,6022,6720,6800,24.1,15.59,36.24,7.44,16.64,1.53,0.99,2.87,3.54,91.08,4.02,13.99,20.23,14.82,16.43,12.86,5.73,15.93,4.15,26.16,18.16,15.24,12.73,5.47,5.32,2.67,10.12,"keep"
"PA1090160",86,168,214,220,20.34,7.93,38.21,9.65,23.87,6.89,0.51,0.23,1.32,91.05,2.1,5.01,10.99,12.47,6.94,13.69,8.93,41.97,0.67,30.25,38.27,14.39,6.43,1.9,3.31,1.1,3.67,"too small"
"PA1150026",7761,7977,9653,9900,20.73,25.6,35.09,4.56,14.03,8.9,12.33,0.23,5.54,73,7.9,13.14,15.84,24.87,13.48,10.32,8.85,13.5,1.45,10.16,8.16,9.27,14.76,10.35,11.54,3.3,31.02,"keep"
"PA1150035",20382,26703,34104,35518,26.61,16.16,38.2,6.98,12.05,14.89,2.16,0.13,2.53,80.3,4.66,6.34,10.26,10.16,11.24,10.38,9.19,42.42,3.66,23.64,19.33,23.13,14.17,9.39,2.64,0.48,3.58,"keep"
"PA1150066",2938,3804,5096,5280,31.29,21.27,27.83,4.84,14.77,0.25,7.23,0.72,8.86,82.94,34.85,20.59,17.45,26.95,18.31,6.41,5.26,5.03,2.03,10.88,15.57,5.71,17.17,7.79,6.13,6.4,28.32,"keep"
"PA1150077",13899,13932,15833,16599,21.97,26.68,33.96,5.41,11.98,3.03,9.05,0.01,5.25,82.66,6.33,17.42,16.64,18.18,14.15,11.56,8.61,13.45,5.54,8.38,6.1,11.48,11.14,8.29,8.88,5.48,34.71,"keep"
"PA1150089",5968,6509,7956,8150,26.95,12.69,41.83,5.74,12.79,3.97,3.21,0.03,3.21,89.58,3.67,6.84,9.01,11.67,8.52,13.63,10.52,39.82,5.64,17.6,9.69,24.94,21.4,6.17,4.51,1.76,8.29,"keep"
"PA1150098",39015,43491,45986,48600,16.61,36.8,27.53,6.19,12.87,4.12,4.74,0.03,4.89,86.23,6.13,18.21,17.26,13.29,11.57,9.17,8.17,22.33,6.43,4.68,10.12,13.27,14.41,10.61,11.48,3.39,25.61,"keep"
"PA1150106",22374,24131,29034,30299,24.24,23.16,32.79,6.16,13.64,3.69,20.18,0.29,6.11,69.73,11.45,17.07,19.83,19.05,13.84,12.77,6.19,11.25,3.02,20.39,9.24,9.57,10.74,7.3,9.08,6.16,24.51,"keep"
"PA1150108",4434,4832,5850,6328,22.36,22.32,31.81,7.95,15.56,2.78,4.65,0,4.11,88.47,27.94,12.19,12.66,24.33,15.72,11.07,10.77,13.26,4.6,3.41,8.24,4.52,11.97,8.6,21.01,4.44,33.21,"keep"
"PA1150109",1132,1388,1459,1406,26.91,22.14,30.5,6.68,13.77,0.16,4.93,0.19,4.34,90.38,3.58,13.68,15.34,21.98,17.47,8.85,7.67,15.02,2.14,13.06,19.63,15.36,11.92,6.34,7.26,2.83,21.47,"keep"
"PA1150137",6441,7036,8092,8800,20.76,16.97,36.25,7.23,18.79,4.97,6.66,0.08,3.28,85,4.09,10.84,12.84,13.71,10.31,13.35,8.63,30.31,9.63,15.88,19.26,17.8,12.21,7.87,5.54,1.94,9.86,"keep"
"PA1150166",22147,31379,39215,41613,23.31,19.56,36.79,6.47,13.86,7.37,4.81,0,2.37,85.46,2.52,9,13.85,14.33,14.49,11.36,9.25,27.71,5.92,22.43,22.92,7.27,9.88,6.1,8.34,2.88,14.27,"keep"
"PA1150185",1211,1566,2076,2500,21.19,17.63,32.61,8.27,20.31,2.03,14.46,0,8.33,75.18,6.15,4.38,16.09,18.49,14.6,18.07,12.57,15.8,11.82,31.5,19.84,11.22,10.62,4.31,5.11,0.4,5.19,"keep"
"PA1150197",544,656,772,900,23.49,20.25,32.55,6.75,16.97,1.85,21.76,0,10.13,66.26,9.38,15,15.9,19.42,19.17,11.92,9.55,9.04,8.82,25.25,18.93,6.31,5.51,8.15,6.62,4.04,16.36,"keep"
"PA1150206",2335,2504,2688,2684,18.96,20.56,36.35,4.93,19.2,2.62,4.81,0,0.88,91.69,1.66,5.44,13.75,16.52,11.62,15.35,12.37,24.95,4.5,8.7,13.92,23.85,16.58,17.6,5.42,2.05,7.37,"keep"
"PA1230004",109520,123524,137837,140437,21.62,23.22,32.03,6.72,16.4,3.3,25.6,0.25,4.27,66.58,5.71,19.88,20.41,16.17,12.53,8.2,6.8,16.01,3.15,10.29,12.31,8.64,12.89,12.35,14.15,9.11,17.11,"keep"
"PA1230012",4874,9832,15945,17003,21.21,15.46,34.04,6.28,23.02,13.69,1.75,0.08,2.34,82.14,1.91,7.88,13.67,10.49,9.37,13.1,6.05,39.44,9.82,39.75,27.53,8.07,4.15,3.05,3.21,0.4,4.04,"keep"
"PA1460020",19078,19352,19961,20000,21.38,18.34,32.43,8.52,19.33,6.31,7.16,0,2.75,83.78,4.67,11.69,15.57,16.35,14.18,8.88,6.62,26.71,0.55,3.53,2.4,12.07,14.93,12.9,19.74,7.66,26.22,"keep"
"PA1460022",3592,7361,7867,8470,17.07,40.29,28.18,4.83,9.63,5.75,7.38,0.22,2.95,83.69,3.71,5.92,14.57,15.01,11.81,12.41,10.32,29.96,3.7,10.96,32.41,9.77,11.25,9.63,9.23,2.44,10.6,"keep"
"PA1460028",12878,12268,12057,12901,21.89,26.87,31.76,6.42,13.06,5.74,5.65,0.05,6.95,81.61,8.65,13.1,16.41,20.87,15.66,13.05,7.49,13.42,2.52,6.24,2.86,3.59,19.26,13.89,27.48,12.22,11.94,"keep"
"PA1460033",20681,22993,24501,25000,23.12,20.36,34.33,7.96,14.23,8.26,4.09,0.17,3.31,84.17,5.29,6.7,16.23,15.78,11.87,12.33,8.26,28.83,1.29,6.21,15.29,28.74,13.22,12.67,14.83,2.55,5.21,"keep"
"PA1460034",68056,78593,89270,91941,21.74,20.2,33.63,6.82,17.61,9.92,4.42,0.22,3.23,82.22,5.2,10.86,16.62,15.93,13.88,10.46,8.03,24.22,4.39,11.46,16.15,15.38,15.59,10.75,9.69,3.73,12.86,"keep"
"PA1460037",30661,33170,35556,36000,24.02,21.81,32.93,6.77,14.48,1.26,17.7,0.03,7.21,73.8,5.52,22.83,23.18,20.68,11.89,8.82,6.08,6.52,1.03,4.14,6.06,7,10.02,8.86,16.89,9.67,36.32,"keep"
"PA1460042",3429,4688,5129,5200,24.26,17.24,37.69,5.91,14.9,1.46,2.1,0.08,2.17,94.18,4.6,10.68,15.91,16.17,13.2,13.4,8.16,22.49,3.23,15.16,20.87,19.87,12.29,4.95,8.61,1.75,13.27,"keep"
"PA1460046",68146,77819,84619,86700,20.86,22.38,33.22,6.15,17.39,8.23,16.43,0.24,7.22,67.89,11.66,14.1,20,16.62,12.92,10.29,7.31,18.76,2.14,8.52,9.79,11.3,14.83,13.13,15.02,5.67,19.61,"keep"
"PA1460048",51526,63654,70049,72496,20.92,16.38,34.37,7.49,20.84,14.28,3.99,0.04,2.17,79.52,2.12,7.15,13.09,11.86,13.42,9.49,8.45,36.55,4.14,10.59,22.37,21.73,15.03,8.97,8.46,2.03,6.68,"keep"
"PA1460050",6058,6861,7437,7700,24.38,16.6,34.24,6.93,17.84,4.1,3.24,0.16,6.25,86.25,9.74,21.91,14.39,17.85,12.88,12.39,6.69,13.9,3.82,12.15,12.62,15.25,16.15,10.5,10.28,2.92,16.32,"keep"
"PA1460055",6282,6707,9109,9850,22.77,20.86,27.66,5.53,23.19,16.44,4.16,0.01,2.22,77.18,4.19,9.96,11.12,15.37,11.71,7.68,10.93,33.23,4.23,27.99,10.63,4.94,14.8,18.05,10.6,2.83,5.93,"keep"
"PA1460069",1488,2338,3436,3600,27.61,17.22,41.36,5.88,7.92,6.9,2.47,0.04,2.78,87.82,3.14,4.72,10.29,11.08,11.83,17.25,12.08,32.75,1.58,16.54,39.45,10.21,8.53,8.58,8.87,0.77,5.47,"keep"
"PA1460073",769980,793877,806380,822600,22.13,20.58,33.05,6.89,17.35,7.59,14.58,0.19,3.54,74.1,3.86,11.94,15.37,14.46,12.26,10.41,8,27.56,2.02,4.25,6.4,8.53,10.2,13.52,24,10.53,20.55,"keep"
"PA1460085",4353,5496,6901,7500,25.39,18.55,37.05,6.13,12.88,2.13,2.56,0,2.53,92.78,2.88,7.67,9.24,17.27,13.13,12.92,12.26,27.52,11.05,22.59,13.84,16.18,10.61,6.83,10.64,2.78,5.48,"keep"
"PA1510001",1605617,1538967,1548020,1600000,21.72,28.34,30.19,5.84,13.91,6.83,43.36,0.34,8.84,40.63,13.47,30.35,22.94,15.81,10.53,6.64,4.32,9.41,2.73,3.04,3.22,3.71,7.02,10.71,16.24,11.57,41.76,"keep"
"PA2080028",15850,16073,16022,15569,23.37,18.29,31.38,6.12,20.84,1.5,0.79,0.03,3.52,94.17,1.42,22.49,32.98,17.61,10.9,8.16,1.73,6.13,0.34,3.18,6.5,5.1,13.75,10.19,9.07,7.44,44.44,"keep"
"PA2359008",140992,136114,136131,134570,20.02,22.21,30.68,7.1,20,3,2.78,0.06,3.38,90.79,7.55,27.62,23.82,17.78,11.98,7.54,4.53,6.73,2.18,3.11,5.22,6.05,10.4,8.83,9.23,8.86,46.13,"keep"
"PA2400048",2773,2796,3164,3230,17.56,23.62,32.45,6.96,19.41,3.06,1.6,0.05,2.55,92.74,3.27,13.85,18.18,16.13,16.61,9.74,13.91,11.58,3.37,13.44,11.99,7.11,17.85,11.88,14.27,3.32,16.76,"keep"
"PA2400066",145,130,150,171,17.76,18.95,34.93,8.52,19.84,0.38,1.86,0.22,1.11,96.42,2.94,14.29,19.68,29.11,17.25,7.82,5.39,6.47,2.01,8.95,7.83,1.79,21.7,3.8,9.84,5.59,38.48,"too small"
"PA2400076",4510,4780,5219,5113,19.6,23.34,30.68,6.36,20.02,1.01,1.34,0.6,1.16,95.9,1.37,22.86,19.83,13.52,13.2,7.73,9.14,13.72,5.14,6.83,12.21,13.17,17.28,12.02,16.37,6.1,10.88,"keep"
"PA2400083",64,67,72,82,21.3,24.73,29.66,6.44,17.87,1.15,1.39,0.91,1.32,95.23,1.55,20.91,21.85,10.99,2.55,11.8,3.49,28.42,5.54,13.84,13.72,11.67,20.46,12.39,9.39,3.13,9.87,"too small"
"PA2400091",3382,3381,3272,3300,21.89,20.17,33,6.7,18.24,2.06,0.93,0.41,0.59,96.01,1.02,18.4,17.59,13.16,16.35,12.06,9.63,12.82,4.16,3.66,8.83,8.7,12.54,12.04,19.13,9.43,21.51,"keep"
"PA2400104",2312,2458,2525,2450,22.08,18.76,34.03,6.78,18.35,2.35,0.79,0.25,0.36,96.25,0.86,17.02,16.59,11.07,13.15,13.85,8.49,19.84,2.96,11.61,16.65,13.88,16.98,8.36,12.29,4,13.27,"keep"
"PA2400128",196,188,193,185,15.78,26.04,35.59,6.7,15.89,2.01,12.6,0.8,2.56,82.02,4.59,4.39,13.38,16.3,13.27,17.97,8.57,26.12,0,19.05,10.71,18.1,23.32,7.58,5.88,3.32,12.04,"too small"
"PA2400149",261,309,356,398,16.01,19.63,29.32,6.79,28.24,0.49,0.99,0.21,0.54,97.77,0.8,21.02,12.91,12.91,10.04,7.89,12.2,23.03,6.36,10.93,23.65,16.6,10.79,9.54,11.13,1.87,9.13,"too small"
