"pwsid","hh_use","HBI","PPI","TRAD","burden","LaborHrs"
"NC0136035",2000,2.25,33.32,1.07,"Low-Moderate",8.28
"NC0136035",3000,2.25,33.32,1.07,"Low-Moderate",8.28
"NC0136035",4000,3.42,33.32,1.63,"Low-Moderate",12.66
"NC0136035",5000,4.59,33.32,2.19,"Low-Moderate",17.06
"NC0136035",6000,5.77,33.32,2.75,"Moderate-High",21.45
"NC0136035",7000,6.94,33.32,3.31,"Moderate-High",25.85
"NC0136035",8000,8.11,33.32,3.87,"Moderate-High",30.24
"NC0136035",9000,9.29,33.32,4.43,"High",34.64
"NC0136045",0,0.39,38.2,0.15,"Moderate-High",1.08
"NC0136045",1000,1.1,38.2,0.42,"Moderate-High",3.26
"NC0136045",10000,7.54,38.2,2.87,"High",22.84
"NC0136045",11000,8.25,38.2,3.15,"High",25.02
"NC0136045",12000,8.96,38.2,3.41,"High",27.19
"NC0136045",13000,9.68,38.2,3.68,"Very High",29.37
"NC0136045",14000,10.4,38.2,3.96,"Very High",31.55
"NC0136045",15000,11.11,38.2,4.23,"Very High",33.72
"NC0136045",16000,11.82,38.2,4.51,"Very High",35.9
"NC0136045",2000,1.82,38.2,0.69,"Moderate-High",5.43
"NC0136045",3000,2.53,38.2,0.97,"Moderate-High",7.61
"NC0136045",4000,3.25,38.2,1.24,"Moderate-High",9.79
"NC0136045",5000,3.96,38.2,1.51,"Moderate-High",11.96
"NC0136045",6000,4.68,38.2,1.78,"High",14.13
"NC0136045",7000,5.39,38.2,2.05,"High",16.31
"NC0136045",8000,6.11,38.2,2.33,"High",18.49
"NC0136045",9000,6.82,38.2,2.6,"High",20.66
"NC0136060",0,1.36,44.51,0.55,"Moderate-High",4.16
"NC0136060",1000,1.36,44.51,0.55,"Moderate-High",4.16
"NC0136060",10000,9.1,44.51,3.7,"High",27.98
"NC0136060",11000,10.01,44.51,4.07,"Very High",30.79
"NC0136060",12000,10.92,44.51,4.44,"Very High",33.59
"NC0136060",13000,11.83,44.51,4.81,"Very High",36.4
"NC0136060",14000,12.74,44.51,5.18,"Very High",39.2
"NC0136060",15000,13.65,44.51,5.55,"Very High",42
"NC0136060",16000,14.56,44.51,5.92,"Very High",44.8
"NC0136060",2000,1.81,44.51,0.73,"Moderate-High",5.56
"NC0136060",3000,2.72,44.51,1.1,"Moderate-High",8.37
"NC0136060",4000,3.63,44.51,1.48,"Moderate-High",11.17
"NC0136060",5000,4.54,44.51,1.85,"Moderate-High",13.97
"NC0136060",6000,5.45,44.51,2.22,"High",16.78
"NC0136060",7000,6.36,44.51,2.59,"High",19.58
"NC0136060",8000,7.27,44.51,2.96,"High",22.38
"NC0136060",9000,8.19,44.51,3.33,"High",25.18
"NC0136065",0,2.01,39.2,0.79,"Moderate-High",4.94
"NC0136065",1000,2.49,39.2,0.98,"Moderate-High",5.85
"NC0136065",10000,11.08,39.2,4.35,"Very High",25.34
"NC0136065",11000,12.2,39.2,4.79,"Very High",27.9
"NC0136065",12000,13.31,39.2,5.23,"Very High",30.46
"NC0136065",13000,14.43,39.2,5.67,"Very High",33.02
"NC0136065",14000,15.55,39.2,6.11,"Very High",35.58
"NC0136065",15000,16.66,39.2,6.55,"Very High",38.14
"NC0136065",16000,17.78,39.2,6.99,"Very High",40.7
"NC0136065",2000,3.23,39.2,1.27,"Moderate-High",7.54
"NC0136065",3000,3.97,39.2,1.56,"Moderate-High",9.22
"NC0136065",4000,4.92,39.2,1.93,"High",11.33
"NC0136065",5000,5.88,39.2,2.31,"High",13.45
"NC0136065",6000,6.92,39.2,2.72,"High",15.82
"NC0136065",7000,7.96,39.2,3.13,"High",18.2
"NC0136065",8000,9,39.2,3.54,"High",20.58
"NC0136065",9000,10.04,39.2,3.94,"Very High",22.96
"NC0136075",0,1.66,35.83,0.71,"Moderate-High",5.32
"NC0136075",1000,2.05,35.83,0.88,"Moderate-High",6.64
"NC0136075",10000,5.62,35.83,2.39,"High",18.75
"NC0136075",11000,6.02,35.83,2.57,"High",20.13
"NC0136075",12000,6.43,35.83,2.74,"High",21.51
"NC0136075",13000,6.86,35.83,2.92,"High",22.99
"NC0136075",14000,7.29,35.83,3.1,"High",24.48
"NC0136075",15000,7.73,35.83,3.29,"High",25.96
"NC0136075",16000,8.16,35.83,3.48,"High",27.44
"NC0136075",2000,2.44,35.83,1.04,"Moderate-High",7.96
"NC0136075",3000,2.83,35.83,1.21,"Moderate-High",9.29
"NC0136075",4000,3.22,35.83,1.37,"Moderate-High",10.61
"NC0136075",5000,3.61,35.83,1.54,"Moderate-High",11.93
"NC0136075",6000,4,35.83,1.7,"Moderate-High",13.25
"NC0136075",7000,4.41,35.83,1.87,"Moderate-High",14.62
"NC0136075",8000,4.81,35.83,2.05,"High",16.01
"NC0136075",9000,5.21,35.83,2.22,"High",17.38
"NC0138010",0,6.9,52.72,4,"High",8.34
"NC0138010",1000,6.9,52.72,4,"High",8.34
"NC0138010",10000,25.47,52.72,14.81,"Very High",31.49
"NC0138010",11000,27.95,52.72,16.26,"Very High",34.58
"NC0138010",12000,30.42,52.72,17.69,"Very High",37.67
"NC0138010",13000,32.9,52.72,19.13,"Very High",40.75
"NC0138010",14000,35.38,52.72,20.58,"Very High",43.84
"NC0138010",15000,37.85,52.72,22.02,"Very High",46.92
"NC0138010",16000,40.33,52.72,23.46,"Very High",50.02
"NC0138010",2000,6.9,52.72,4,"High",8.34
"NC0138010",3000,8.13,52.72,4.72,"High",9.88
"NC0138010",4000,10.61,52.72,6.16,"Very High",12.98
"NC0138010",5000,13.08,52.72,7.6,"Very High",16.06
"NC0138010",6000,15.56,52.72,9.04,"Very High",19.14
"NC0138010",7000,18.04,52.72,10.49,"Very High",22.23
"NC0138010",8000,20.51,52.72,11.93,"Very High",25.32
"NC0138010",9000,22.99,52.72,13.37,"Very High",28.41
"NC0138101",0,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",1000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",10000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",11000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",12000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",13000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",14000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",15000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",16000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",2000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",3000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",4000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",5000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",6000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",7000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",8000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0138101",9000,3.77,43.27,1.62,"Moderate-High",6.9
"NC0144010",0,2.79,32.75,1.21,"Low-Moderate",6.9
"NC0144010",1000,2.79,32.75,1.21,"Low-Moderate",6.9
"NC0144010",10000,6.34,32.75,2.76,"Moderate-High",15.72
"NC0144010",11000,6.79,32.75,2.96,"Moderate-High",16.83
"NC0144010",12000,7.24,32.75,3.15,"Moderate-High",17.94
"NC0144010",13000,7.69,32.75,3.35,"Moderate-High",19.05
"NC0144010",14000,8.13,32.75,3.54,"Moderate-High",20.16
"NC0144010",15000,8.58,32.75,3.74,"Moderate-High",21.27
"NC0144010",16000,9.03,32.75,3.93,"Moderate-High",22.38
"NC0144010",2000,2.79,32.75,1.21,"Low-Moderate",6.9
"NC0144010",3000,3.2,32.75,1.39,"Low-Moderate",7.94
"NC0144010",4000,3.65,32.75,1.59,"Low-Moderate",9.05
"NC0144010",5000,4.1,32.75,1.79,"Low-Moderate",10.16
"NC0144010",6000,4.55,32.75,1.98,"Low-Moderate",11.27
"NC0144010",7000,5,32.75,2.17,"Moderate-High",12.38
"NC0144010",8000,5.45,32.75,2.37,"Moderate-High",13.5
"NC0144010",9000,5.89,32.75,2.56,"Moderate-High",14.61
"NC0144015",0,1.95,33.77,0.9,"Low-Moderate",4.66
"NC0144015",1000,1.95,33.77,0.9,"Low-Moderate",4.66
"NC0144015",10000,5.47,33.77,2.54,"Moderate-High",13.08
"NC0144015",11000,5.97,33.77,2.77,"Moderate-High",14.29
"NC0144015",12000,6.48,33.77,3.01,"Moderate-High",15.5
"NC0144015",13000,6.98,33.77,3.24,"Moderate-High",16.7
"NC0144015",14000,7.49,33.77,3.47,"Moderate-High",17.9
"NC0144015",15000,7.99,33.77,3.71,"Moderate-High",19.1
"NC0144015",16000,8.49,33.77,3.94,"Moderate-High",20.31
"NC0144015",2000,1.95,33.77,0.9,"Low-Moderate",4.66
"NC0144015",3000,1.95,33.77,0.9,"Low-Moderate",4.66
"NC0144015",4000,2.45,33.77,1.14,"Low-Moderate",5.86
"NC0144015",5000,2.95,33.77,1.37,"Low-Moderate",7.06
"NC0144015",6000,3.46,33.77,1.61,"Low-Moderate",8.27
"NC0144015",7000,3.96,33.77,1.84,"Low-Moderate",9.47
"NC0144015",8000,4.46,33.77,2.07,"Low-Moderate",10.68
"NC0144015",9000,4.97,33.77,2.31,"Moderate-High",11.88
"NC0144025",0,4.09,32.57,1.99,"Low-Moderate",8.89
"NC0144025",1000,4.09,32.57,1.99,"Low-Moderate",8.89
"NC0144025",10000,12.09,32.57,5.85,"High",26.99
"NC0144025",11000,13.1,32.57,6.34,"High",29.25
"NC0144025",12000,14.1,32.57,6.82,"High",31.51
"NC0144025",13000,15.09,32.57,7.3,"High",33.77
"NC0144025",14000,16.1,32.57,7.79,"High",36.03
"NC0144025",15000,17.1,32.57,8.27,"High",38.3
"NC0144025",16000,18.1,32.57,8.75,"High",40.56
"NC0144025",2000,4.09,32.57,1.99,"Low-Moderate",8.89
"NC0144025",3000,5.09,32.57,2.47,"Moderate-High",11.16
"NC0144025",4000,6.09,32.57,2.95,"Moderate-High",13.42
"NC0144025",5000,7.09,32.57,3.44,"Moderate-High",15.68
"NC0144025",6000,8.09,32.57,3.92,"Moderate-High",17.94
"NC0144025",7000,9.09,32.57,4.4,"Moderate-High",20.2
"NC0144025",8000,10.09,32.57,4.89,"High",22.46
"NC0144025",9000,11.09,32.57,5.37,"High",24.73
"NC0144035",0,4.36,31.11,1.61,"Low-Moderate",7.95
"NC0144035",1000,4.36,31.11,1.61,"Low-Moderate",7.95
"NC0144035",10000,17.45,31.11,6.42,"High",31.81
"NC0144035",11000,19.2,31.11,7.06,"High",35
"NC0144035",12000,20.95,31.11,7.7,"High",38.17
"NC0144035",13000,22.69,31.11,8.34,"High",41.36
"NC0144035",14000,24.44,31.11,8.98,"High",44.53
"NC0144035",15000,26.19,31.11,9.63,"High",47.72
"NC0144035",16000,27.93,31.11,10.27,"High",50.89
"NC0144035",2000,4.36,31.11,1.61,"Low-Moderate",7.95
"NC0144035",3000,5.23,31.11,1.93,"Moderate-High",9.54
"NC0144035",4000,6.98,31.11,2.57,"Moderate-High",12.72
"NC0144035",5000,8.73,31.11,3.21,"Moderate-High",15.9
"NC0144035",6000,10.47,31.11,3.85,"High",19.09
"NC0144035",7000,12.22,31.11,4.49,"High",22.26
"NC0144035",8000,13.97,31.11,5.13,"High",25.44
"NC0144035",9000,15.71,31.11,5.78,"High",28.63
"NC0144040",0,3.01,27.26,1.22,"Low-Moderate",7.27
"NC0144040",1000,3.01,27.26,1.22,"Low-Moderate",7.27
"NC0144040",10000,7.86,27.26,3.17,"Moderate-High",19.1
"NC0144040",11000,8.55,27.26,3.45,"Moderate-High",20.79
"NC0144040",12000,9.25,27.26,3.73,"High",22.48
"NC0144040",13000,9.94,27.26,4.01,"High",24.17
"NC0144040",14000,10.63,27.26,4.29,"High",25.86
"NC0144040",15000,11.32,27.26,4.57,"High",27.55
"NC0144040",16000,12.02,27.26,4.85,"High",29.24
"NC0144040",2000,3.01,27.26,1.22,"Low-Moderate",7.27
"NC0144040",3000,3.01,27.26,1.22,"Low-Moderate",7.27
"NC0144040",4000,3.71,27.26,1.5,"Low-Moderate",8.96
"NC0144040",5000,4.4,27.26,1.78,"Low-Moderate",10.66
"NC0144040",6000,5.09,27.26,2.05,"Moderate-High",12.34
"NC0144040",7000,5.78,27.26,2.34,"Moderate-High",14.04
"NC0144040",8000,6.48,27.26,2.62,"Moderate-High",15.72
"NC0144040",9000,7.17,27.26,2.89,"Moderate-High",17.41
"NC0145010",0,0.97,31.33,0.45,"Low-Moderate",2.49
"NC0145010",1000,1.51,31.33,0.7,"Low-Moderate",3.85
"NC0145010",10000,6.49,31.33,2.99,"Moderate-High",16.3
"NC0145010",11000,7.05,31.33,3.25,"Moderate-High",17.72
"NC0145010",12000,7.62,31.33,3.51,"Moderate-High",19.13
"NC0145010",13000,8.18,31.33,3.77,"Moderate-High",20.55
"NC0145010",14000,8.74,31.33,4.03,"Moderate-High",21.95
"NC0145010",15000,9.34,31.33,4.3,"High",23.44
"NC0145010",16000,9.93,31.33,4.58,"High",24.92
"NC0145010",2000,2.06,31.33,0.95,"Low-Moderate",5.22
"NC0145010",3000,2.6,31.33,1.2,"Low-Moderate",6.57
"NC0145010",4000,3.15,31.33,1.45,"Low-Moderate",7.93
"NC0145010",5000,3.69,31.33,1.7,"Low-Moderate",9.3
"NC0145010",6000,4.23,31.33,1.95,"Low-Moderate",10.66
"NC0145010",7000,4.8,31.33,2.21,"Moderate-High",12.07
"NC0145010",8000,5.36,31.33,2.47,"Moderate-High",13.48
"NC0145010",9000,5.93,31.33,2.73,"Moderate-High",14.89
"NC0149010",0,1.68,37.89,0.8,"Moderate-High",5.21
"NC0149010",1000,2.25,37.89,1.07,"Moderate-High",7.27
"NC0149010",10000,7.41,37.89,3.52,"High",25.8
"NC0149010",11000,7.98,37.89,3.79,"High",27.85
"NC0149010",12000,8.56,37.89,4.07,"High",29.91
"NC0149010",13000,9.13,37.89,4.34,"High",31.97
"NC0149010",14000,9.7,37.89,4.61,"Very High",34.03
"NC0149010",15000,10.28,37.89,4.88,"Very High",36.08
"NC0149010",16000,10.85,37.89,5.15,"Very High",38.15
"NC0149010",2000,2.82,37.89,1.34,"Moderate-High",9.32
"NC0149010",3000,3.4,37.89,1.61,"Moderate-High",11.38
"NC0149010",4000,3.97,37.89,1.89,"Moderate-High",13.44
"NC0149010",5000,4.54,37.89,2.16,"Moderate-High",15.5
"NC0149010",6000,5.11,37.89,2.43,"High",17.56
"NC0149010",7000,5.69,37.89,2.7,"High",19.61
"NC0149010",8000,6.26,37.89,2.98,"High",21.68
"NC0149010",9000,6.83,37.89,3.25,"High",23.74
"NC0149015",0,1.04,26.54,0.47,"Low-Moderate",3.64
"NC0149015",1000,1.62,26.54,0.74,"Low-Moderate",5.8
"NC0149015",10000,7.16,26.54,3.27,"Moderate-High",26.29
"NC0149015",11000,7.88,26.54,3.6,"Moderate-High",28.96
"NC0149015",12000,8.6,26.54,3.93,"Moderate-High",31.63
"NC0149015",13000,9.33,26.54,4.26,"High",34.3
"NC0149015",14000,10.05,26.54,4.59,"High",36.98
"NC0149015",15000,10.77,26.54,4.92,"High",39.64
"NC0149015",16000,11.49,26.54,5.26,"High",42.31
"NC0149015",2000,2.2,26.54,1.01,"Low-Moderate",7.96
"NC0149015",3000,2.79,26.54,1.27,"Low-Moderate",10.12
"NC0149015",4000,3.37,26.54,1.54,"Low-Moderate",12.27
"NC0149015",5000,3.95,26.54,1.81,"Low-Moderate",14.43
"NC0149015",6000,4.59,26.54,2.1,"Low-Moderate",16.8
"NC0149015",7000,5.24,26.54,2.39,"Moderate-High",19.17
"NC0149015",8000,5.88,26.54,2.69,"Moderate-High",21.55
"NC0149015",9000,6.52,26.54,2.98,"Moderate-High",23.92
"NC0149025",0,2.16,31.57,0.99,"Low-Moderate",6.19
"NC0149025",1000,2.34,31.57,1.07,"Low-Moderate",6.72
"NC0149025",10000,3.99,31.57,1.83,"Low-Moderate",11.43
"NC0149025",11000,4.17,31.57,1.91,"Low-Moderate",11.96
"NC0149025",12000,4.35,31.57,2,"Low-Moderate",12.48
"NC0149025",13000,4.54,31.57,2.08,"Low-Moderate",13.01
"NC0149025",14000,4.72,31.57,2.16,"Moderate-High",13.53
"NC0149025",15000,4.9,31.57,2.25,"Moderate-High",14.05
"NC0149025",16000,5.09,31.57,2.33,"Moderate-High",14.58
"NC0149025",2000,2.53,31.57,1.16,"Low-Moderate",7.24
"NC0149025",3000,2.71,31.57,1.24,"Low-Moderate",7.76
"NC0149025",4000,2.89,31.57,1.33,"Low-Moderate",8.29
"NC0149025",5000,3.07,31.57,1.41,"Low-Moderate",8.81
"NC0149025",6000,3.26,31.57,1.49,"Low-Moderate",9.34
"NC0149025",7000,3.44,31.57,1.58,"Low-Moderate",9.86
"NC0149025",8000,3.62,31.57,1.66,"Low-Moderate",10.38
"NC0149025",9000,3.81,31.57,1.74,"Low-Moderate",10.91
"NC0149030",0,0,27.86,0,"Low-Moderate",0
"NC0149030",1000,0.94,27.86,0.43,"Low-Moderate",3.82
"NC0149030",10000,9.41,27.86,4.25,"High",38.17
"NC0149030",11000,10.35,27.86,4.68,"High",41.99
"NC0149030",12000,11.29,27.86,5.11,"High",45.81
"NC0149030",13000,12.23,27.86,5.53,"High",49.62
"NC0149030",14000,13.17,27.86,5.96,"High",53.45
"NC0149030",15000,14.11,27.86,6.38,"High",57.26
"NC0149030",16000,15.05,27.86,6.81,"High",61.08
"NC0149030",2000,1.88,27.86,0.85,"Low-Moderate",7.64
"NC0149030",3000,2.82,27.86,1.28,"Low-Moderate",11.45
"NC0149030",4000,3.76,27.86,1.7,"Low-Moderate",15.27
"NC0149030",5000,4.7,27.86,2.13,"Moderate-High",19.09
"NC0149030",6000,5.64,27.86,2.55,"Moderate-High",22.91
"NC0149030",7000,6.59,27.86,2.98,"Moderate-High",26.72
"NC0149030",8000,7.53,27.86,3.4,"Moderate-High",30.54
"NC0149030",9000,8.47,27.86,3.83,"Moderate-High",34.36
"NC0149158",0,2.11,29.95,1.11,"Low-Moderate",6.61
"NC0149158",1000,2.11,29.95,1.11,"Low-Moderate",6.61
"NC0149158",10000,5.14,29.95,2.71,"Moderate-High",16.12
"NC0149158",11000,5.52,29.95,2.9,"Moderate-High",17.29
"NC0149158",12000,5.89,29.95,3.1,"Moderate-High",18.46
"NC0149158",13000,6.26,29.95,3.3,"Moderate-High",19.63
"NC0149158",14000,6.64,29.95,3.49,"Moderate-High",20.81
"NC0149158",15000,7.01,29.95,3.69,"Moderate-High",21.98
"NC0149158",16000,7.39,29.95,3.88,"Moderate-High",23.15
"NC0149158",2000,2.41,29.95,1.27,"Low-Moderate",7.57
"NC0149158",3000,2.72,29.95,1.43,"Low-Moderate",8.54
"NC0149158",4000,3.05,29.95,1.61,"Low-Moderate",9.57
"NC0149158",5000,3.38,29.95,1.78,"Low-Moderate",10.6
"NC0149158",6000,3.74,29.95,1.97,"Low-Moderate",11.7
"NC0149158",7000,4.09,29.95,2.15,"Low-Moderate",12.81
"NC0149158",8000,4.44,29.95,2.34,"Low-Moderate",13.91
"NC0149158",9000,4.79,29.95,2.52,"Moderate-High",15.02
"NC0150035",0,2.68,33.37,0.85,"Low-Moderate",4.98
"NC0150035",1000,3,33.37,0.96,"Low-Moderate",5.58
"NC0150035",10000,5.92,33.37,1.88,"Moderate-High",10.99
"NC0150035",11000,6.24,33.37,1.99,"Moderate-High",11.59
"NC0150035",12000,6.56,33.37,2.09,"Moderate-High",12.2
"NC0150035",13000,6.89,33.37,2.19,"Moderate-High",12.8
"NC0150035",14000,7.21,33.37,2.3,"Moderate-High",13.4
"NC0150035",15000,7.53,33.37,2.4,"Moderate-High",14
"NC0150035",16000,7.86,33.37,2.5,"Moderate-High",14.6
"NC0150035",2000,3.33,33.37,1.06,"Low-Moderate",6.18
"NC0150035",3000,3.65,33.37,1.16,"Low-Moderate",6.78
"NC0150035",4000,3.98,33.37,1.27,"Low-Moderate",7.38
"NC0150035",5000,4.3,33.37,1.37,"Low-Moderate",7.99
"NC0150035",6000,4.62,33.37,1.47,"Moderate-High",8.59
"NC0150035",7000,4.95,33.37,1.58,"Moderate-High",9.19
"NC0150035",8000,5.27,33.37,1.68,"Moderate-High",9.79
"NC0150035",9000,5.59,33.37,1.78,"Moderate-High",10.39
"NC0155010",0,4.22,41.18,1.63,"Moderate-High",8.55
"NC0155010",1000,4.22,41.18,1.63,"Moderate-High",8.55
"NC0155010",10000,14.24,41.18,5.51,"Very High",28.88
"NC0155010",11000,15.5,41.18,5.99,"Very High",31.41
"NC0155010",12000,16.75,41.18,6.48,"Very High",33.95
"NC0155010",13000,18,41.18,6.96,"Very High",36.49
"NC0155010",14000,19.26,41.18,7.45,"Very High",39.03
"NC0155010",15000,20.51,41.18,7.93,"Very High",41.58
"NC0155010",16000,21.76,41.18,8.42,"Very High",44.12
"NC0155010",2000,4.22,41.18,1.63,"Moderate-High",8.55
"NC0155010",3000,5.47,41.18,2.12,"High",11.09
"NC0155010",4000,6.73,41.18,2.6,"High",13.63
"NC0155010",5000,7.98,41.18,3.09,"High",16.16
"NC0155010",6000,9.23,41.18,3.57,"Very High",18.71
"NC0155010",7000,10.48,41.18,4.06,"Very High",21.25
"NC0155010",8000,11.74,41.18,4.54,"Very High",23.79
"NC0155010",9000,12.99,41.18,5.02,"Very High",26.33
"NC0155035",0,4.15,24.55,1.99,"Low-Moderate",10.62
"NC0155035",1000,4.15,24.55,1.99,"Low-Moderate",10.62
"NC0155035",10000,11.49,24.55,5.51,"High",29.43
"NC0155035",11000,12.47,24.55,5.98,"High",31.93
"NC0155035",12000,13.45,24.55,6.44,"High",34.44
"NC0155035",13000,14.01,24.55,6.71,"High",37.18
"NC0155035",14000,14.57,24.55,6.98,"High",39.92
"NC0155035",15000,15.13,24.55,7.25,"High",42.66
"NC0155035",16000,15.7,24.55,7.52,"High",45.39
"NC0155035",2000,4.15,24.55,1.99,"Low-Moderate",10.62
"NC0155035",3000,4.64,24.55,2.22,"Moderate-High",11.88
"NC0155035",4000,5.62,24.55,2.69,"Moderate-High",14.38
"NC0155035",5000,6.6,24.55,3.16,"Moderate-High",16.89
"NC0155035",6000,7.58,24.55,3.63,"Moderate-High",19.4
"NC0155035",7000,8.56,24.55,4.1,"Moderate-High",21.91
"NC0155035",8000,9.54,24.55,4.57,"High",24.41
"NC0155035",9000,10.51,24.55,5.04,"High",26.92
"NC0156010",0,2.59,39.82,1.22,"Moderate-High",6.38
"NC0156010",1000,3.1,39.82,1.46,"Moderate-High",7.64
"NC0156010",10000,7.67,39.82,3.62,"High",18.91
"NC0156010",11000,8.17,39.82,3.86,"High",20.16
"NC0156010",12000,8.68,39.82,4.1,"High",21.41
"NC0156010",13000,9.19,39.82,4.34,"High",22.66
"NC0156010",14000,9.7,39.82,4.58,"Very High",23.91
"NC0156010",15000,10.21,39.82,4.82,"Very High",25.17
"NC0156010",16000,10.72,39.82,5.06,"Very High",26.42
"NC0156010",2000,3.6,39.82,1.7,"Moderate-High",8.88
"NC0156010",3000,4.11,39.82,1.94,"Moderate-High",10.14
"NC0156010",4000,4.62,39.82,2.18,"High",11.39
"NC0156010",5000,5.13,39.82,2.42,"High",12.64
"NC0156010",6000,5.63,39.82,2.66,"High",13.89
"NC0156010",7000,6.14,39.82,2.9,"High",15.15
"NC0156010",8000,6.65,39.82,3.14,"High",16.41
"NC0156010",9000,7.16,39.82,3.38,"High",17.65
"NC0156025",0,0.66,42.01,0.39,"Moderate-High",1.66
"NC0156025",1000,1.51,42.01,0.88,"Moderate-High",3.28
"NC0156025",10000,9.19,42.01,5.34,"High",17.91
"NC0156025",11000,10.05,42.01,5.84,"Very High",19.54
"NC0156025",12000,10.9,42.01,6.33,"Very High",21.16
"NC0156025",13000,11.75,42.01,6.83,"Very High",22.78
"NC0156025",14000,12.6,42.01,7.32,"Very High",24.41
"NC0156025",15000,13.46,42.01,7.82,"Very High",26.04
"NC0156025",16000,14.31,42.01,8.32,"Very High",27.66
"NC0156025",2000,2.37,42.01,1.38,"Moderate-High",4.9
"NC0156025",3000,3.22,42.01,1.87,"Moderate-High",6.54
"NC0156025",4000,4.07,42.01,2.37,"Moderate-High",8.16
"NC0156025",5000,4.93,42.01,2.86,"High",9.79
"NC0156025",6000,5.78,42.01,3.36,"High",11.41
"NC0156025",7000,6.63,42.01,3.86,"High",13.03
"NC0156025",8000,7.49,42.01,4.35,"High",14.66
"NC0156025",9000,8.34,42.01,4.85,"High",16.28
"NC0157010",0,2.53,36.04,1.28,"Moderate-High",5.64
"NC0157010",1000,2.88,36.04,1.46,"Moderate-High",6.4
"NC0157010",10000,8.8,36.04,4.43,"High",19.34
"NC0157010",11000,9.46,36.04,4.75,"Very High",20.78
"NC0157010",12000,10.12,36.04,5.09,"Very High",22.22
"NC0157010",13000,10.78,36.04,5.41,"Very High",23.66
"NC0157010",14000,11.44,36.04,5.74,"Very High",25.09
"NC0157010",15000,12.09,36.04,6.08,"Very High",26.54
"NC0157010",16000,12.75,36.04,6.4,"Very High",27.97
"NC0157010",2000,3.54,36.04,1.79,"Moderate-High",7.84
"NC0157010",3000,4.2,36.04,2.11,"Moderate-High",9.28
"NC0157010",4000,4.86,36.04,2.45,"High",10.71
"NC0157010",5000,5.52,36.04,2.78,"High",12.16
"NC0157010",6000,6.17,36.04,3.1,"High",13.59
"NC0157010",7000,6.83,36.04,3.44,"High",15.03
"NC0157010",8000,7.49,36.04,3.76,"High",16.46
"NC0157010",9000,8.14,36.04,4.09,"High",17.91
"NC0157015",0,3.28,22.19,1.41,"Low-Moderate",14.89
"NC0157015",1000,3.28,22.19,1.41,"Low-Moderate",14.89
"NC0157015",10000,6.4,22.19,2.75,"Moderate-High",25.24
"NC0157015",11000,7.03,22.19,3.01,"Moderate-High",27.3
"NC0157015",12000,7.65,22.19,3.28,"Moderate-High",29.38
"NC0157015",13000,8.28,22.19,3.55,"Moderate-High",31.44
"NC0157015",14000,8.9,22.19,3.82,"Moderate-High",33.52
"NC0157015",15000,9.53,22.19,4.08,"High",35.58
"NC0157015",16000,10.15,22.19,4.35,"High",37.66
"NC0157015",2000,3.28,22.19,1.41,"Low-Moderate",14.89
"NC0157015",3000,3.28,22.19,1.41,"Low-Moderate",14.89
"NC0157015",4000,3.28,22.19,1.41,"Low-Moderate",14.89
"NC0157015",5000,3.28,22.19,1.41,"Low-Moderate",14.89
"NC0157015",6000,3.91,22.19,1.67,"Low-Moderate",16.96
"NC0157015",7000,4.53,22.19,1.94,"Low-Moderate",19.04
"NC0157015",8000,5.16,22.19,2.21,"Moderate-High",21.1
"NC0157015",9000,5.78,22.19,2.48,"Moderate-High",23.17
"NC0158010",0,2.04,29.71,0.97,"Low-Moderate",4.84
"NC0158010",1000,2.04,29.71,0.97,"Low-Moderate",4.84
"NC0158010",10000,7.84,29.71,3.74,"Moderate-High",18.74
"NC0158010",11000,8.59,29.71,4.1,"Moderate-High",20.52
"NC0158010",12000,9.33,29.71,4.45,"High",22.28
"NC0158010",13000,10.07,29.71,4.81,"High",24.06
"NC0158010",14000,10.81,29.71,5.16,"High",25.84
"NC0158010",15000,11.55,29.71,5.51,"High",27.61
"NC0158010",16000,12.29,29.71,5.87,"High",29.39
"NC0158010",2000,2.04,29.71,0.97,"Low-Moderate",4.84
"NC0158010",3000,2.76,29.71,1.32,"Low-Moderate",6.58
"NC0158010",4000,3.49,29.71,1.66,"Low-Moderate",8.32
"NC0158010",5000,4.21,29.71,2.01,"Low-Moderate",10.05
"NC0158010",6000,4.94,29.71,2.36,"Moderate-High",11.79
"NC0158010",7000,5.67,29.71,2.7,"Moderate-High",13.53
"NC0158010",8000,6.39,29.71,3.05,"Moderate-High",15.27
