"GEOID","pwsid","burden"
"340230062062","NJ1212001","Low"
"340230062062","NJ1215001","Low"
"340230062071","NJ1215001","Low-Moderate"
"340230062072","NJ1215001","Low-Moderate"
"340230062073","NJ1215001","Low-Moderate"
"340230062074","NJ1215001","Low-Moderate"
"340230063001","NJ1212001","Low-Moderate"
"340230063001","NJ1215001","Low-Moderate"
"340230063002","NJ1212001","Low-Moderate"
"340230063003","NJ1212001","Low-Moderate"
"340230063003","NJ1215001","Low-Moderate"
"340230063004","NJ1212001","Low-Moderate"
"340230063005","NJ1212001","Low-Moderate"
"340230063006","NJ1212001","Low-Moderate"
"340230064031","NJ1215001","Low"
"340230066011","NJ1212001","Low"
"340230066011","NJ1215001","Low"
"340230066012","NJ1215001","Low"
"340230066012","NJ1221004","Low"
"340230066042","NJ1221004","Low"
"340230066072","NJ1224001","Low"
"340230067012","NJ1209002","Low"
"340230067033","NJ1219001","Low"
"340230067034","NJ1219001","Low"
"340230069001","NJ1219001","Low-Moderate"
"340230070001","NJ1219001","Low"
"340230071011","NJ1219001","Low"
"340230071012","NJ1219001","Low"
"340230071013","NJ1219001","Low"
"340230071021","NJ1219001","Low"
"340230071022","NJ1219001","Low"
"340230071023","NJ1219001","Low"
"340230071031","NJ1219001","Low-Moderate"
"340230071032","NJ1219001","Low-Moderate"
"340230072021","NJ1219001","Low"
"340230072022","NJ1219001","Low"
"340230072023","NJ1219001","Low"
"340230072031","NJ1219001","Low-Moderate"
"340230072032","NJ1219001","Low-Moderate"
"340230072033","NJ1219001","Low-Moderate"
"340230073011","NJ1219001","Low"
"340230073012","NJ1219001","Low"
"340230073031","NJ1209002","Low"
"340230073031","NJ1219001","Low"
"340230073041","NJ1219001","Low"
"340230073042","NJ1219001","Low"
"340230073043","NJ1209002","Low"
"340230073043","NJ1219001","Low"
"340230073044","NJ1209002","Low"
"340230073044","NJ1219001","Low"
"340230074021","NJ1219001","Low"
"340230074022","NJ1219001","Low"
"340230074023","NJ1219001","Low"
"340230074024","NJ1219001","Low"
"340230074025","NJ1209002","Low"
"340230074025","NJ1219001","Low"
"340230076004","NJ1219001","Low"
"340230077021","NJ1209002","Low-Moderate"
"340230077022","NJ1209002","Low-Moderate"
"340230077022","NJ1213002","Low-Moderate"
"340230077031","NJ1209002","Low"
"340230077031","NJ1224001","Low"
"340230077032","NJ1209002","Low"
"340230077041","NJ1209002","Low"
"340230077042","NJ1209002","Low"
"340230078011","NJ1209002","Low"
"340230078012","NJ1209002","Low"
"340230078041","NJ1209002","Low"
"340230078042","NJ1209002","Low"
"340230078043","NJ1209002","Low"
"340230078051","NJ1209002","Low"
"340230078052","NJ1209002","Low"
"340230078053","NJ1209002","Low"
"340230078061","NJ1209002","Low"
"340230078062","NJ1209002","Low"
"340230079051","NJ1209002","Low"
"340230079052","NJ1209002","Low"
"340230079061","NJ1209002","Low-Moderate"
"340230079071","NJ1209002","Low"
"340230079072","NJ1209002","Low"
"340230079081","NJ1209002","Low-Moderate"
"340230079082","NJ1209002","Low-Moderate"
"340230079091","NJ1209002","Low"
"340230079092","NJ1209002","Low"
"340230079092","NJ1329001","Low"
"340230079101","NJ1209002","Low"
"340230079101","NJ1329001","Low"
"340230079102","NJ1209002","Low"
"340230079111","NJ1209002","Low"
"340230079112","NJ1209002","Low"
"340230079121","NJ1209002","Low"
"340230079122","NJ1209002","Low"
"340230079123","NJ1209002","Low"
"340230080011","NJ1209002","Low"
"340230080012","NJ1209002","Low"
"340230080013","NJ1209002","Low"
"340230080014","NJ1209002","Low"
"340230080015","NJ1209002","Low"
"340230080016","NJ1209002","Low"
"340230081011","NJ1209002","Low-Moderate"
"340230081011","NJ1224001","Low"
"340230081012","NJ1224001","Low"
"340230081013","NJ1224001","Low"
"340230081014","NJ1213002","Low"
"340230081014","NJ1224001","Low"
"340230081021","NJ1224001","Low"
"340230081022","NJ1224001","Low"
"340230081031","NJ1213002","Low"
"340230082021","NJ1213002","Low"
"340230082022","NJ1213002","Low"
"340230082023","NJ1213002","Low"
"340230082041","NJ1213002","Low"
"340230082042","NJ1213002","Low"
"340230082042","NJ2004002","Low"
"340230082043","NJ1213002","Low"
"340230082051","NJ1213002","Low-Moderate"
"340230082052","NJ1213002","Low-Moderate"
"340230082053","NJ1213002","Low-Moderate"
"340230082054","NJ1213002","Low-Moderate"
"340230082061","NJ1213002","Low-Moderate"
"340230082062","NJ1213002","Low-Moderate"
"340230082063","NJ1213002","Low-Moderate"
"340230082064","NJ1213002","Low-Moderate"
"340230082071","NJ1213002","Low"
"340230082072","NJ1213002","Low"
"340230082081","NJ1213002","Low"
"340230082081","NJ1224001","Low"
"340230082082","NJ1213002","Low"
"340230082083","NJ1213002","Low"
"340230082084","NJ1213002","Low"
"340230082085","NJ1213002","Low"
"340230082091","NJ1213002","Low"
"340230082092","NJ1213002","Low"
"340230082093","NJ1213002","Low"
"340230083001","NJ1213002","Low"
"340230083002","NJ1213002","Low"
"340230084031","NJ1221004","Low"
"340230084032","NJ1221004","Low"
"340230084033","NJ1221004","Low"
"340230084041","NJ1221004","Low"
"340230084042","NJ1221004","Low"
"340230084043","NJ1221004","Low"
"340230084051","NJ1221004","Low"
"340230084052","NJ1221004","Low"
"340230084061","NJ1221004","Low"
"340230084062","NJ1221004","Low"
"340230085011","NJ1221004","Low"
"340230085012","NJ1215001","Low"
"340230085012","NJ1221004","Low"
"340230085021","NJ1221004","Low"
"340230085022","NJ1221004","Low"
"340230085022","NJ2004002","Low"
"340230085031","NJ1221004","Low"
"340230085032","NJ1221004","Low"
"340230085033","NJ1221004","Low"
"340230085034","NJ1221004","Low"
"340230085041","NJ1221004","Low"
"340230085041","NJ2004002","Low"
"340230085042","NJ1221004","Low"
"340230085042","NJ2004002","Low"
"340230085043","NJ1221004","Low"
"340230085044","NJ1221004","Low"
"340230086011","NJ2004002","Low"
"340230086012","NJ2004002","Low"
"340230086021","NJ2004002","Low"
"340230086022","NJ1221004","Low"
"340230086022","NJ2004002","Low"
"340230086041","NJ2004002","Low"
"340230086042","NJ2004002","Low"
"340230086043","NJ2004002","Low"
"340230086044","NJ2004002","Low"
"340230086051","NJ2004002","Low"
"340230086052","NJ2004002","Low"
"340230086061","NJ2004002","Low"
"340230086062","NJ2004002","Low"
"340230086063","NJ2004002","Low"
"340230087001","NJ2004002","Low"
"340230087002","NJ1101002","Low"
"340230087002","NJ2004002","Low"
"340230088001","NJ2004002","unknown"
"340230088002","NJ2004002","unknown"
"340230088003","NJ2004002","Low"
"340230089002","NJ1219001","Low-Moderate"
"340230092001","NJ1219001","Low-Moderate"
"340230092002","NJ1219001","Low-Moderate"
"340230092003","NJ1219001","Low-Moderate"
"340230093003","NJ1207001","Moderate-High"
"340230094001","NJ1212001","Low-Moderate"
"340258001001","NJ1304001","Low-Moderate"
"340258001001","NJ1345001","Low-Moderate"
"340258001002","NJ1345001","Low-Moderate"
"340258001003","NJ1345001","Low-Moderate"
"340258001004","NJ1345001","Low-Moderate"
"340258001005","NJ1345001","Low-Moderate"
"340258002001","NJ1304001","Low"
"340258002001","NJ1345001","Low"
"340258002002","NJ1304001","Low"
"340258002002","NJ1345001","Low"
"340258002003","NJ1304001","Low"
"340258002004","NJ1304001","Low"
"340258002004","NJ1345001","Low"
"340258004001","NJ1304001","Low"
"340258004001","NJ1345001","Low"
"340258004002","NJ1345001","Low"
"340258004003","NJ1345001","Low"
"340258005001","NJ1345001","Low"
"340258005002","NJ1345001","Low"
"340258005003","NJ1345001","Low"
"340258005004","NJ1345001","Low"
"340258006011","NJ1345001","Low"
"340258006012","NJ1345001","Low"
"340258006013","NJ1345001","Low"
"340258006014","NJ1345001","Low"
"340258006015","NJ1345001","Low"
"340258006021","NJ1345001","Low"
"340258006022","NJ1345001","Low"
"340258006023","NJ1345001","Low"
"340258007011","NJ1345001","Low"
"340258007012","NJ1345001","Low"
"340258007013","NJ1345001","Low"
"340258007021","NJ1345001","Low"
"340258007022","NJ1345001","Low"
"340258008001","NJ1345001","Low"
"340258008002","NJ1345001","Low"
"340258008003","NJ1345001","Low"
"340258008004","NJ1345001","Low"
"340258008005","NJ1345001","Low"
"340258009001","NJ1345001","Low"
"340258009002","NJ1304001","Low"
"340258009002","NJ1345001","Low"
"340258009003","NJ1304001","Low"
"340258009003","NJ1345001","Low"
"340258010001","NJ1345001","Low"
"340258010002","NJ1345001","Low"
"340258010003","NJ1345001","Low"
"340258011001","NJ1345001","Low"
"340258011002","NJ1345001","Low"
"340258011003","NJ1345001","Low"
"340258011004","NJ1345001","Low"
"340258012001","NJ1345001","Low"
"340258012002","NJ1345001","Low"
"340258013001","NJ1345001","Low"
"340258013002","NJ1340001","Low"
"340258013002","NJ1345001","Low"
"340258013003","NJ1345001","Low"
"340258013004","NJ1345001","Low"
"340258013005","NJ1340001","Low"
"340258013005","NJ1345001","Low"
"340258014001","NJ1340001","Low"
"340258014001","NJ1345001","Low"
"340258014002","NJ1345001","Low"
"340258014003","NJ1340001","Low"
"340258014003","NJ1345001","Low"
"340258015001","NJ1345001","Low"
"340258015002","NJ1345001","Low"
"340258015003","NJ1345001","Low"
"340258015004","NJ1345001","Low"
"340258015005","NJ1345001","Low"
"340258016001","NJ1345001","Low-Moderate"
"340258016002","NJ1345001","Low-Moderate"
"340258016004","NJ1345001","Low-Moderate"
"340258016005","NJ1345001","Moderate-High"
"340258018001","NJ1350001","Low"
"340258018002","NJ1350001","Low"
"340258018003","NJ1350001","Low"
"340258018004","NJ1350001","Low"
"340258018005","NJ1350001","Low"
"340258018006","NJ1350001","Low"
"340258019001","NJ1322001","Low-Moderate"
"340258019002","NJ1322001","Low-Moderate"
"340258019003","NJ1322001","Low-Moderate"
"340258019004","NJ1322001","Low-Moderate"
"340258020001","NJ1322001","Low-Moderate"
"340258020002","NJ1322001","Low-Moderate"
"340258020003","NJ1322001","Low-Moderate"
"340258021002","NJ1350001","Low"
"340258021004","NJ1350001","Low"
"340258023002","NJ1322001","Low-Moderate"
"340258024004","NJ1345001","Low"
"340258025004","NJ1209002","Low"
"340258026001","NJ1209002","Low"
"340258026002","NJ1329001","Low"
"340258026003","NJ1329001","Low"
"340258027001","NJ1322001","Low"
"340258027001","NJ1329001","Low"
"340258027001","NJ1345001","Low"
"340258027002","NJ1345001","Low"
"340258028001","NJ1345001","Low"
"340258028002","NJ1345001","Low"
"340258028003","NJ1345001","Low"
"340258029001","NJ1329001","Low"
"340258029001","NJ1345001","Low"
"340258029002","NJ1345001","Low"
"340258030001","NJ1329001","Low"
"340258030001","NJ1345001","Low"
"340258030002","NJ1329001","Low"
"340258030003","NJ1329001","Low"
"340258030004","NJ1329001","Low"
"340258031001","NJ1329001","Low"
"340258031002","NJ1329001","Low"
"340258033001","NJ1345001","Low"
"340258033002","NJ1345001","Low"
"340258033003","NJ1345001","Low"
"340258033004","NJ1345001","Low"
"340258033005","NJ1345001","Low"
"340258034001","NJ1340001","Moderate-High"
"340258034001","NJ1345001","Moderate-High"
"340258034002","NJ1340001","Moderate-High"
"340258034003","NJ1340001","Moderate-High"
"340258034003","NJ1345001","Moderate-High"
"340258034004","NJ1340001","Moderate-High"
"340258034004","NJ1345001","Moderate-High"
"340258035001","NJ1340001","Low-Moderate"
"340258035001","NJ1345001","Low-Moderate"
"340258035002","NJ1340001","Low-Moderate"
"340258035002","NJ1345001","Low-Moderate"
"340258036001","NJ1340001","Low"
"340258036001","NJ1345001","Low"
"340258036002","NJ1340001","Low"
"340258036002","NJ1345001","Low"
"340258036003","NJ1340001","Low"
"340258036003","NJ1345001","Low"
"340258036004","NJ1340001","Low"
"340258036005","NJ1340001","Low"
"340258036005","NJ1345001","Low"
"340258037001","NJ1340001","Low"
"340258037001","NJ1345001","Low"
"340258037002","NJ1340001","Low"
"340258037002","NJ1345001","Low"
"340258037003","NJ1345001","Low"
"340258037004","NJ1345001","Low"
"340258037005","NJ1345001","Low"
"340258038001","NJ1345001","Low"
"340258038002","NJ1345001","Low"
"340258038003","NJ1345001","Low"
"340258038004","NJ1345001","Low"
"340258039001","NJ1345001","Low"
"340258039002","NJ1345001","Low"
"340258039003","NJ1345001","Low"
"340258041001","NJ1345001","Low"
"340258041002","NJ1345001","Low"
"340258041003","NJ1345001","Low"
"340258041004","NJ1345001","Low"
"340258042001","NJ1340001","Low"
"340258042001","NJ1345001","Low"
"340258042002","NJ1345001","Low"
"340258042003","NJ1345001","Low"
"340258042004","NJ1345001","Low"
"340258045001","NJ1345001","Low"
"340258045002","NJ1345001","Low"
"340258045003","NJ1345001","Low"
"340258045004","NJ1345001","Low"
"340258046001","NJ1345001","Low"
"340258046002","NJ1345001","Low"
"340258047001","NJ1345001","unknown"
"340258047002","NJ1345001","unknown"
"340258048001","NJ1345001","Low-Moderate"
"340258048002","NJ1345001","Low-Moderate"
"340258048003","NJ1345001","Low-Moderate"
"340258048003","NJ1352003","Low-Moderate"
"340258048004","NJ1345001","Low-Moderate"
"340258050011","NJ1345001","Low-Moderate"
"340258050012","NJ1345001","Low-Moderate"
"340258050013","NJ1345001","Moderate-High"
"340258051001","NJ1345001","Low"
"340258051002","NJ1345001","Low"
"340258051003","NJ1345001","Low"
"340258053001","NJ1345001","Low"
"340258053002","NJ1345001","Low"
"340258053003","NJ1345001","Low"
"340258053004","NJ1345001","Low"
"340258053005","NJ1345001","Low"
"340258054001","NJ1345001","Moderate-High"
"340258054002","NJ1345001","Moderate-High"
"340258054003","NJ1345001","Moderate-High"
"340258055001","NJ1345001","Moderate-High"
"340258055002","NJ1345001","Moderate-High"
"340258055003","NJ1345001","Moderate-High"
"340258055004","NJ1345001","High"
"340258056001","NJ1345001","Moderate-High"
"340258056002","NJ1345001","Moderate-High"
"340258057001","NJ1345001","Moderate-High"
"340258057002","NJ1345001","Moderate-High"
"340258057003","NJ1345001","Moderate-High"
"340258058001","NJ1345001","Moderate-High"
"340258058002","NJ1345001","Moderate-High"
"340258058003","NJ1345001","Moderate-High"
"340258058004","NJ1345001","Moderate-High"
"340258059001","NJ1345001","Low-Moderate"
"340258059002","NJ1345001","Low-Moderate"
"340258059003","NJ1345001","Low-Moderate"
"340258059004","NJ1345001","Low-Moderate"
"340258060001","NJ1345001","Low-Moderate"
"340258060002","NJ1345001","Low-Moderate"
"340258060003","NJ1345001","Low-Moderate"
"340258060004","NJ1345001","Low-Moderate"
"340258061001","NJ1345001","Low-Moderate"
"340258061002","NJ1345001","Low-Moderate"
"340258061003","NJ1345001","Low-Moderate"
"340258061004","NJ1345001","Low-Moderate"
"340258062011","NJ1345001","Low"
"340258062012","NJ1345001","Low"
"340258062021","NJ1345001","Low"
"340258062022","NJ1345001","Low"
"340258062023","NJ1345001","Low"
"340258063001","NJ1345001","Low"
"340258063002","NJ1345001","Low"
"340258063003","NJ1345001","Low"
"340258064001","NJ1345001","Low"
"340258064002","NJ1345001","Low"
"340258064003","NJ1345001","Low"
"340258065011","NJ1345001","Low-Moderate"
"340258065012","NJ1345001","Low-Moderate"
"340258065021","NJ1345001","Low"
"340258065022","NJ1345001","Low"
"340258065031","NJ1345001","Low"
"340258065032","NJ1345001","Low"
"340258065041","NJ1345001","Low"
"340258065042","NJ1345001","Low"
"340258066001","NJ1345001","Low"
"340258066002","NJ1345001","Low"
"340258066003","NJ1345001","Low"
"340258066004","NJ1345001","Low"
"340258066005","NJ1345001","Low"
"340258070031","NJ1345001","High"
"340258070032","NJ1345001","Moderate-High"
"340258070033","NJ1345001","High"
"340258070034","NJ1345001","High"
"340258070035","NJ1345001","Moderate-High"
"340258070041","NJ1345001","Low-Moderate"
"340258070042","NJ1345001","Low-Moderate"
"340258070043","NJ1345001","Low-Moderate"
"340258070044","NJ1345001","Low-Moderate"
"340258071001","NJ1345001","Moderate-High"
"340258071002","NJ1345001","High"
"340258071003","NJ1345001","Moderate-High"
"340258071004","NJ1345001","Moderate-High"
"340258072001","NJ1345001","Moderate-High"
"340258073001","NJ1345001","Moderate-High"
"340258073002","NJ1345001","Moderate-High"
"340258073003","NJ1345001","Moderate-High"
"340258074001","NJ1345001","Low-Moderate"
"340258074002","NJ1345001","Low-Moderate"
"340258074003","NJ1345001","Low-Moderate"
"340258074004","NJ1345001","Low-Moderate"
"340258074005","NJ1345001","Low-Moderate"
"340258075001","NJ1345001","Low-Moderate"
"340258075002","NJ1345001","Low-Moderate"
"340258075003","NJ1345001","Low-Moderate"
"340258076001","NJ1345001","Moderate-High"
"340258076002","NJ1345001","Moderate-High"
"340258076003","NJ1345001","Moderate-High"
"340258077001","NJ1345001","Low"
"340258077002","NJ1345001","Low"
"340258077003","NJ1345001","Low"
"340258077004","NJ1345001","Low"
"340258078001","NJ1345001","Low"
"340258078002","NJ1345001","Low"
"340258078003","NJ1345001","Low"
"340258079001","NJ1345001","Low"
"340258079002","NJ1345001","Low"
"340258079003","NJ1345001","Low"
"340258080011","NJ1345001","Low"
"340258080011","NJ1352003","Low"
"340258080012","NJ1345001","Low"
"340258080012","NJ1352003","Low"
"340258080013","NJ1305001","Low"
"340258080013","NJ1345001","Low"
"340258080014","NJ1345001","Low"
"340258080021","NJ1345001","Low"
"340258080021","NJ1352003","Low"
"340258080022","NJ1345001","Low"
"340258080022","NJ1352003","Low"
"340258081001","NJ1345001","Low-Moderate"
"340258081002","NJ1345001","Low-Moderate"
"340258081003","NJ1305001","Low-Moderate"
"340258081003","NJ1345001","Low-Moderate"
"340258081004","NJ1345001","Low-Moderate"
"340258082001","NJ1345001","Low-Moderate"
"340258082002","NJ1345001","Low-Moderate"
"340258082003","NJ1345001","Low-Moderate"
"340258082004","NJ1345001","Moderate-High"
"340258082005","NJ1305001","Low-Moderate"
"340258082005","NJ1345001","Low-Moderate"
"340258083001","NJ1305001","Low"
"340258083001","NJ1345001","Low"
"340258083002","NJ1305001","Low"
"340258083002","NJ1345001","Low"
"340258084011","NJ1305001","Low"
"340258084011","NJ1306001","Low"
"340258084012","NJ1305001","Low"
"340258084012","NJ1306001","Low"
"340258084013","NJ1306001","Low"
"340258084021","NJ1306001","Low-Moderate"
"340258084022","NJ1306001","Low-Moderate"
"340258084022","NJ1352003","Low-Moderate"
"340258084023","NJ1306001","Low-Moderate"
"340258084023","NJ1345001","Low-Moderate"
"340258085001","NJ1349001","Low-Moderate"
"340258085001","NJ1352003","Low"
"340258085002","NJ1352003","Low"
"340258085003","NJ1352003","Low"
"340258085004","NJ1345001","Low"
"340258085004","NJ1352003","Low"
"340258085005","NJ1306001","Low"
"340258085005","NJ1352003","Low"
"340258085006","NJ1352003","Low"
"340258086001","NJ1352003","Low"
"340258086002","NJ1352003","Low"
"340258086003","NJ1345001","Low"
"340258086003","NJ1352003","Low"
"340258086004","NJ1345001","Low"
"340258086004","NJ1352003","Low"
"340258087011","NJ1352003","Low"
"340258087012","NJ1352003","Low"
"340258087013","NJ1352003","Low"
"340258087021","NJ1352003","Low"
"340258087022","NJ1352003","Low"
"340258087023","NJ1308001","Low"
"340258087023","NJ1352003","Low"
"340258088001","NJ1352003","Low"
"340258088002","NJ1327001","Low"
"340258088002","NJ1352003","Low"
"340258088003","NJ1327001","Low"
"340258088003","NJ1352003","Low"
"340258088004","NJ1308001","Low"
"340258088004","NJ1327001","Low"
"340258088004","NJ1352003","Low"
"340258089001","NJ1349001","Low"
"340258089001","NJ1352003","Low"
"340258089002","NJ1349001","Low-Moderate"
"340258089003","NJ1349001","Low"
"340258089003","NJ1352003","Low"
"340258089004","NJ1349001","Low-Moderate"
"340258089005","NJ1349001","Low"
"340258089006","NJ1349001","Low"
"340258089006","NJ1352003","Low"
"340258090001","NJ1306001","Low-Moderate"
"340258090001","NJ1347001","Low-Moderate"
"340258090002","NJ1306001","Low-Moderate"
"340258090002","NJ1347001","Low-Moderate"
"340258090002","NJ1352003","Low-Moderate"
"340258091001","NJ1347001","Low"
"340258092001","NJ1327001","Low"
"340258093011","NJ1327001","Low"
"340258093012","NJ1308001","Low"
"340258093012","NJ1327001","Low"
"340258093012","NJ1352003","Low"
"340258093013","NJ1308001","Low"
"340258093013","NJ1327001","Low"
"340258093021","NJ1327001","Low"
"340258093022","NJ1327001","Low"
"340258093023","NJ1308001","Low"
"340258093023","NJ1327001","Low"
"340258094001","NJ1308001","Low"
"340258094001","NJ1327001","Low"
"340258094002","NJ1308001","Low"
"340258094002","NJ1327001","Low"
"340258094003","NJ1308001","Low"
"340258094003","NJ1352003","Low"
"340258094004","NJ1308001","Low"
"340258094004","NJ1352003","Low"
"340258095011","NJ1329001","Low"
"340258095012","NJ1329001","Low"
"340258095012","NJ1345001","Low"
"340258095013","NJ1345001","Low"
"340258095022","NJ1326001","Low"
"340258097011","NJ1326001","Low"
"340258097012","NJ1326001","Low"
"340258097031","NJ1326001","Low"
"340258097032","NJ1326001","Low"
"340258097033","NJ1326001","Low"
"340258097041","NJ1316001","Low"
"340258097041","NJ1326001","Low"
"340258097042","NJ1326001","Low"
"340258097043","NJ1326001","Low"
"340258099011","NJ1326001","Low"
"340258099013","NJ1326001","Low"
"340258099021","NJ1345001","Low"
"340258099022","NJ1345001","Low"
"340258099031","NJ1345001","Moderate-High"
"340258100011","NJ1326001","Low"
"340258100012","NJ1326001","Low"
"340258100013","NJ1326001","Low"
"340258100021","NJ1326001","Moderate-High"
"340258100022","NJ1326001","Low-Moderate"
"340258100023","NJ1326001","Low-Moderate"
"340258100031","NJ1326001","Low"
"340258100032","NJ1326001","Low"
"340258100033","NJ1326001","Low"
"340258100041","NJ1312001","Low"
"340258100041","NJ1326001","Low"
"340258100042","NJ1326001","Low"
"340258100043","NJ1326001","Low"
"340258101011","NJ1326001","Low"
"340258101012","NJ1326001","Low"
"340258101013","NJ1326001","Low"
"340258101021","NJ1326001","Low"
"340258101022","NJ1326001","Low"
"340258102001","NJ1312001","Low"
"340258102001","NJ1326001","Low"
"340258102001","NJ1326002","Low"
"340258102002","NJ1326001","Low"
"340258102002","NJ1326002","Low"
"340258102003","NJ1316001","Low"
"340258102003","NJ1326002","Low"
"340258102004","NJ1326002","Low"
"340258103001","NJ1312001","Low-Moderate"
"340258104011","NJ1316001","Low"
"340258104011","NJ1326001","Low"
"340258104012","NJ1315001","Low"
"340258104012","NJ1316001","Low"
"340258104013","NJ1315001","Low"
"340258104013","NJ1316001","Low"
"340258104021","NJ1316001","Low"
"340258104022","NJ1315001","Low"
"340258104022","NJ1316001","Low"
"340258104023","NJ1315001","Low"
"340258104023","NJ1316001","Low"
"340258104024","NJ1316001","Low"
"340258105011","NJ1315001","Low"
"340258105011","NJ1316001","Low"
"340258105012","NJ1316001","Low"
"340258105021","NJ1316001","Low"
"340258105022","NJ1316001","Low"
"340258105023","NJ1316001","Low"
"340258105024","NJ1316001","Low"
"340258105031","NJ1316001","Low"
"340258105032","NJ1315001","Low"
"340258105032","NJ1316001","Low"
"340258105032","NJ1326002","Low-Moderate"
"340258105033","NJ1316001","Low"
"340258106001","NJ1316001","Low"
"340258106002","NJ1316001","Low"
"340258106003","NJ1316001","Low"
"340258106004","NJ1316001","Low"
"340258107001","NJ1315001","Low-Moderate"
"340258107002","NJ1315001","Low-Moderate"
"340258108001","NJ1315001","Low-Moderate"
"340258108002","NJ1315001","Low-Moderate"
"340258109001","NJ1315001","Moderate-High"
"340258109001","NJ1316001","Moderate-High"
"340258109002","NJ1315001","Moderate-High"
"340258110001","NJ1315001","Moderate-High"
"340258110002","NJ1315001","Moderate-High"
"340258110003","NJ1315001","Moderate-High"
"340258110003","NJ1316001","Moderate-High"
"340258111011","NJ1316001","Low"
"340258111011","NJ1345001","Low"
"340258111012","NJ1316001","Low"
"340258111012","NJ1345001","Low"
"340258111013","NJ1316001","Low"
"340258111013","NJ1345001","Low"
"340258111021","NJ1314001","Low"
"340258111021","NJ1345001","Low"
"340258111022","NJ1345001","Low"
"340258112001","NJ1345001","Low"
"340258112002","NJ1345001","Low"
"340258112003","NJ1345001","Low"
"340258112004","NJ1345001","Low"
"340258113011","NJ1316001","Low-Moderate"
"340258113011","NJ1345001","Low-Moderate"
"340258113012","NJ1345001","Low-Moderate"
"340258113013","NJ1345001","Low-Moderate"
"340258113031","NJ1345001","Low"
"340258113032","NJ1345001","Low"
"340258113033","NJ1345001","Low"
"340258113041","NJ1345001","Low"
"340258113042","NJ1345001","Low"
"340258114011","NJ1345001","Low"
"340258114012","NJ1345001","Low"
"340258114013","NJ1345001","Low"
"340258114021","NJ1345001","Low"
"340258114022","NJ1345001","Low"
"340258114023","NJ1345001","Low"
"340258115011","NJ1345001","Low"
"340258115011","NJ1514002","Low"
"340258115012","NJ1514002","Low"
"340258115021","NJ1345001","Low"
"340258115022","NJ1314001","Low"
"340258115022","NJ1345001","Low"
"340258116001","NJ1314001","Low-Moderate"
"340258116002","NJ1314001","Low-Moderate"
"340258120001","NJ1302001","Low"
"340258121001","NJ1345001","Low"
"340258121002","NJ1345001","Low"
"340258122001","NJ1345001","Low-Moderate"
"340258122002","NJ1345001","Low-Moderate"
"340258123001","NJ1345001","Low"
"340258123002","NJ1345001","Low"
"340258123003","NJ1345001","Low"
"340258123004","NJ1345001","Low"
"340258124001","NJ1345001","Low"
"340258124002","NJ1345001","Low"
"340258124003","NJ1345001","Low"
"340258125023","NJ1341001","Low"
"340270401011","NJ1416001","Low"
"340270401012","NJ1416001","Low"
"340270401013","NJ1416001","Low"
"340270401013","NJ1614001","Low"
"340270401021","NJ1416001","Low"
"340270401021","NJ1614001","Low"
"340270401022","NJ1416001","Low"
"340270401022","NJ1614001","Low"
"340270401023","NJ1416001","Low"
"340270401023","NJ1421003","Low"
"340270401024","NJ1416001","Low"
"340270402001","NJ1431001","Low"
"340270402001","NJ1609001","Low"
"340270402001","NJ1614001","Low"
"340270402002","NJ1431001","Low-Moderate"
"340270402002","NJ1614001","Low"
"340270402003","NJ1431001","Low"
"340270402004","NJ1431001","Low"
"340270402005","NJ1431001","Low"
"340270402006","NJ1431001","Low-Moderate"
"340270402007","NJ1431001","Low"
"340270403001","NJ1431001","Low"
"340270403002","NJ1431001","Low"
"340270403003","NJ1416001","Low"
"340270403003","NJ1431001","Low"
"340270403004","NJ1431001","Low"
"340270403004","NJ1431002","Low-Moderate"
"340270404001","NJ1609001","Low"
"340270404002","NJ1403001","Low"
"340270404002","NJ1431002","Low"
"340270405001","NJ1403001","Low-Moderate"
"340270405001","NJ1601001","Low-Moderate"
"340270405002","NJ1403001","Low-Moderate"
"340270405003","NJ1403001","Low-Moderate"
"340270406001","NJ1403001","Low"
"340270406001","NJ1601001","Low"
"340270406002","NJ1403001","Low"
"340270407011","NJ1403001","Low"
"340270407011","NJ1415002","Low"
"340270407012","NJ1403001","Low"
"340270407012","NJ1415002","Low"
"340270407022","NJ1403001","Low"
"340270407022","NJ1415002","Low"
"340270408011","NJ1421003","Low"
"340270408012","NJ1401001","Low"
"340270408012","NJ1421003","Low"
"340270408013","NJ1421003","Low"
"340270408031","NJ1421003","Low"
"340270408032","NJ1421003","Low"
"340270408033","NJ1421003","Low"
"340270408034","NJ1421003","Low"
"340270408041","NJ1401001","Low"
"340270408041","NJ1421003","Low"
"340270408042","NJ1421003","Low"
"340270408051","NJ1421003","Low"
"340270408052","NJ1421003","Low"
"340270408053","NJ1421003","Low"
"340270409001","NJ1401001","Low"
"340270409002","NJ1401001","Low"
"340270410001","NJ1401001","Low"
"340270410002","NJ1401001","Low"
"340270410003","NJ1401001","Low"
"340270410003","NJ1421003","Low"
"340270410004","NJ1401001","Low"
"340270410005","NJ1401001","Low"
"340270411001","NJ1401001","Moderate-High"
"340270411002","NJ1401001","Moderate-High"
"340270411003","NJ1401001","Moderate-High"
"340270412001","NJ1425001","Low"
"340270412002","NJ1401001","Low"
"340270412002","NJ1425001","Low"
"340270412003","NJ1425001","Low"
"340270413001","NJ1408001","Low"
"340270413002","NJ1408001","Low"
