"GEOID","pwsid","totalhh","perArea","medianIncome","income20","HBI","PPI","burden","TRAD"
"060790116002","CA4010003",592,13.69,73026,32392,9.7,10.7,"Moderate-High",4.3
"060710121042","CA3600306",1073,1.31,76809,43632,2.7,35.9,"Moderate-High",1.5
"060090002101","CA0510010",1136,0.38,84695,34129,3.1,14.2,"Low",1.2
"060090002102","CA0510010",863,0.55,68179,45570,2.4,14.2,"Low",1.6
"060090002103","CA0510010",975,0.3,82209,55711,2,14.2,"Low",1.4
"060230101021","CA1210015",539,2.31,75375,21302,4.9,38,"High",1.4
"060230101024","CA1210015",121,5.31,43786,12166,8.7,38,"High",2.4
"060239400001","CA1210015",528,0.38,43986,13802,7.9,65,"High",2.5
"060239400002","CA1210015",534,0.21,27727,9084,13.3,65,"Very High",4.4
"061050002002","CA1210015",460,2.03,33176,12106,8.9,30.5,"Moderate-High",3.2
"060411321002","CA2110005",535,21.3,68250,16448,23,27.7,"High",5.6
"060630001001","CA3210004",421,6.18,39177,15530,9.6,27.1,"High",3.8
"060630001002","CA3210004",381,21.36,71118,36089,4.1,27.1,"Low-Moderate",2.1
"060630001003","CA3210004",328,4.46,39394,28837,5.2,27.1,"Moderate-High",3.8
"060630001005","CA3210004",194,0.27,108472,66832,2.8,27.1,"Low-Moderate",1.7
"060630001006","CA3210004",261,0.4,64453,43995,3.8,27.1,"Low-Moderate",2.6
"060090001201","CA0510003",1821,0.11,82575,42417,5,20.8,"Moderate-High",2.6
"060090001211","CA0510003",1232,5.62,63585,25497,8.1,27.1,"Moderate-High",3.2
"060090001212","CA0510003",888,5.9,52143,20598,10,27.1,"High",3.9
"060270003002","CA1410001",564,0.11,101250,43818,1.6,16.8,"Low",0.7
"060270004002","CA1410001",853,52.21,71328,36896,2.3,27.7,"Low-Moderate",1.2
"060270004003","CA1410001",764,89.89,44299,25162,3.4,27.7,"Low-Moderate",1.9
"060270004004","CA1410001",410,43.25,38393,20346,4.2,27.7,"Low-Moderate",2.2
"060050004021","CA0510002",724,0.17,79167,41227,5.1,18.5,"Low-Moderate",2.6
"060050005001","CA0510002",546,0.19,69688,24753,9,23.1,"Moderate-High",3.2
"060050005002","CA0510002",314,0.27,33125,17885,8.9,23.1,"Moderate-High",4.8
"060090002101","CA0510002",1136,1.85,84695,34200,5.9,14.2,"Low-Moderate",2.4
"060090003001","CA0510002",419,39.05,62297,36310,5.5,44.7,"High",3.2
"060090003002","CA0510002",604,51.96,42616,27250,7.3,44.7,"High",4.7
"060090003003","CA0510002",485,69.03,31492,21221,9.4,44.7,"Very High",6.3
"060090003004","CA0510002",568,0.48,41226,18523,10.9,44.7,"Very High",4.9
"060090004001","CA0510002",243,0.15,32361,8415,14.5,41.2,"Very High",3.8
"060090004006","CA0510002",170,11.64,43571,14956,13.4,41.2,"Very High",4.6
"060552019001","CA2810002",276,1.89,94219,39120,8.8,12.8,"Low-Moderate",3.7
"060552019002","CA2810002",286,2.12,105909,46848,7.3,12.8,"Low-Moderate",3.2
"060552020001","CA2810002",617,79.46,53142,21201,16,26.6,"High",6.4
"060552020002","CA2810002",265,98.38,77740,27384,12.4,26.6,"High",4.4
"060552020003","CA2810002",684,96.08,102768,49965,6.8,26.6,"Moderate-High",3.3
"060552020004","CA2810002",558,94.32,61633,21006,16.1,26.6,"High",5.5
"061110036091","CA5610039",1304,0.17,85714,41851,10.1,16.7,"Moderate-High",4.9
"061110036092","CA5610039",690,0.66,110375,45110,9.9,16.7,"Moderate-High",4
"061110036122","CA5610039",1081,91.82,79531,35926,11.7,11.4,"Moderate-High",5.3
"061110036123","CA5610039",900,77.63,96719,43249,9.7,11.4,"Moderate-High",4.3
"061110043051","CA5610039",400,0.38,52727,30958,13.2,24.7,"High",7.7
"060350403023","CA1810001",608,0.65,65227,34121,2.3,20.2,"Low-Moderate",1.2
"060350403031","CA1810001",505,1.79,41726,18954,4.2,40.5,"Moderate-High",1.9
"060350403032","CA1810001",321,100,65065,23806,3.3,40.5,"Moderate-High",1.2
"060350403033","CA1810001",254,99.7,40119,22872,3.4,40.5,"Moderate-High",2
"060350403041","CA1810001",355,100,51506,16162,4.8,47.9,"High",1.5
"060350403042","CA1810001",299,29.03,26528,14999,5.2,47.9,"High",3
"060350403051","CA1810001",593,0.79,84899,34554,2.4,33.3,"Low-Moderate",1
"060350403052","CA1810001",274,100,48438,16195,4.8,33.3,"Moderate-High",1.6
"060350403053","CA1810001",368,30.17,51071,23738,3.3,33.3,"Low-Moderate",1.5
"060670048022","CA3410033",557,5.6,39896,16640,9.9,56.2,"Very High",4.1
"060670050011","CA3410033",813,1.98,61964,25674,6.4,50.8,"High",2.7
"060670050012","CA3410033",642,3.45,39625,20972,7.8,50.8,"High",4.1
"060670050013","CA3410033",918,5.33,29667,16784,9.8,50.8,"Very High",5.5
"060670050023","CA3410033",964,0.19,42820,20404,8.6,70.4,"High",4.1
"060670051011","CA3410033",585,100,28092,10846,15.2,60.5,"Very High",5.8
"060670051012","CA3410033",663,100,45655,18942,8.7,60.5,"High",3.6
"060670051021","CA3410033",810,100,61284,31073,5.3,41.4,"High",2.7
"060670051022","CA3410033",840,52.88,40479,16611,9.9,41.4,"Very High",4.1
"060670092011","CA3410033",326,15.46,37458,12874,12.7,32.4,"High",4.4
"060670093161","CA3410033",779,10.87,52093,31493,5.2,38.8,"High",3.2
"060670093162","CA3410033",462,10.8,91833,22823,7.2,38.8,"High",1.8
"060670093181","CA3410033",661,3.9,52969,25473,6.4,48.9,"High",3.1
"060290060031","CA1510045",437,91.53,81583,43842,4.3,37.8,"Moderate-High",2.3
"060290060032","CA1510045",499,100,57599,13857,13.7,37.8,"Very High",3.3
"060290060033","CA1510045",451,42.48,69725,50061,3.8,37.8,"Moderate-High",2.7
"060290060034","CA1510045",750,100,51905,27367,6.9,37.8,"High",3.6
"060290060061","CA1510045",700,98.84,75556,53966,3.5,15.3,"Low",2.5
"060290060062","CA1510045",224,34.85,113214,62184,3,15.3,"Low",1.7
"060290060063","CA1510045",518,23.04,87500,16955,11.2,15.3,"Moderate-High",2.2
"060290060073","CA1510045",453,0.12,62446,12116,18.6,36,"Very High",3.6
"061090042001","CA5510009",106,0.18,95705,79542,4.4,29,"Low-Moderate",3.6
"061090042002","CA5510009",1346,62.01,55192,23585,24.1,29,"High",10.3
"061090042003","CA5510009",175,12.6,30209,12984,44.2,29,"High",19
"060710091172","CA3610112",241,6.7,26205,17081,7.6,44.5,"High",5
"060710116002","CA3610112",1416,100,77342,33999,3.8,25.5,"Low-Moderate",1.7
"060710116003","CA3610112",1054,15.8,65956,38253,3.4,25.5,"Low-Moderate",2
"060710117001","CA3610112",512,13.49,36360,14510,9,62.3,"High",3.6
"060790100021","CA4010012",364,0.86,96447,36828,3.6,13.8,"Low",1.4
"060790100022","CA4010012",772,11.82,68966,33360,3.9,13.8,"Low",1.9
"060790100023","CA4010012",289,6.04,68301,14553,8.8,13.8,"Low-Moderate",1.9
"060330012002","CA1710015",420,0.67,47917,27957,7.6,39.8,"High",4.4
"060330013002","CA1710015",652,17.79,68167,38860,5.8,20.6,"Moderate-High",3.3
"060330013004","CA1710015",1221,49.97,71078,35707,6.2,20.6,"Moderate-High",3.1
"060710109011","CA3610005",192,61.1,80796,62695,3.1,33.6,"Low-Moderate",2.4
"060710109012","CA3610005",332,58.7,113864,29745,6.6,33.6,"Moderate-High",1.7
"060710109013","CA3610005",587,99.68,50809,18205,10.8,33.6,"High",3.9
"060710109014","CA3610005",194,100,37674,26599,7.4,33.6,"Moderate-High",5.2
"060710109015","CA3610005",376,100,85781,23555,8.3,33.6,"Moderate-High",2.3
"060710109021","CA3610005",166,4.56,81429,38372,5.1,35.2,"High",2.4
"060710109022","CA3610005",162,100,50921,20070,9.8,35.2,"Very High",3.9
"060710109023","CA3610005",84,100,121364,14307,13.7,35.2,"Very High",1.6
"060710109024","CA3610005",206,45.99,153088,56609,3.5,35.2,"Moderate-High",1.3
"060710109025","CA3610005",192,70.25,34559,11791,16.6,35.2,"Very High",5.7
"060710110011","CA3610005",208,99.66,41250,27072,7.2,41.5,"High",4.8
"060710110012","CA3610005",296,47.56,55769,21151,9.3,41.5,"Very High",3.5
"060710110013","CA3610005",256,100,27000,11610,16.9,41.5,"Very High",7.3
"060710110021","CA3610005",301,1.87,71083,40094,5,29.4,"Moderate-High",2.8
"060710110022","CA3610005",184,47.64,62500,33020,5.9,29.4,"Moderate-High",3.1
"060510002001","CA2610001",370,16.58,59896,42173,2.1,30.9,"Low-Moderate",1.5
"060510002002","CA2610001",417,100,60969,50477,1.8,30.9,"Low-Moderate",1.5
"060510002003","CA2610001",244,86.82,77245,55404,1.6,30.9,"Low-Moderate",1.2
"060510002004","CA2610001",226,78.73,53692,26097,3.4,30.9,"Low-Moderate",1.7
"060510002005","CA2610001",373,100,46518,31918,2.8,30.9,"Low-Moderate",1.9
"060510002006","CA2610001",189,84.79,72946,33159,2.7,30.9,"Low-Moderate",1.2
"060510002007","CA2610001",267,99.83,76936,52858,1.7,30.9,"Low-Moderate",1.2
"060510002008","CA2610001",428,3.02,55432,37770,2.4,30.9,"Low-Moderate",1.6
"060510002009","CA2610001",0,1.34,NA,NA,NA,30.9,"unknown",NA
"060610201042","CA3110001",176,1.69,44102,19276,8.9,9,"Low-Moderate",3.9
"060610201043","CA3110001",149,19.59,73563,30901,5.5,9,"Low-Moderate",2.3
"060610201051","CA3110001",206,29.04,77955,47377,3.6,19.8,"Low",2.2
"060610201052","CA3110001",332,7.81,61818,28438,6,19.8,"Low-Moderate",2.8
"060610201061","CA3110001",242,71.18,75703,40904,4.2,32.9,"Low-Moderate",2.2
"060610201062","CA3110001",322,11.08,63654,20335,8.3,32.9,"Moderate-High",2.6
"060610201071","CA3110001",685,33.74,46520,22326,7.6,39.9,"High",3.6
"060610201072","CA3110001",414,100,56172,26519,6.4,39.9,"High",3
"060610201073","CA3110001",133,70.01,38867,12600,13.5,39.9,"Very High",4.4
"060790119012","CA4010005",625,4.75,85795,24339,7.5,19.5,"Low-Moderate",2.1
"060790119022","CA4010005",620,0.26,95625,51749,3.5,22.6,"Low-Moderate",1.9
"060790119024","CA4010005",654,6.5,76731,42214,4.3,22.6,"Low-Moderate",2.4
"060790120004","CA4010005",990,0.32,68125,28241,6.3,33.4,"Moderate-High",2.6
"060790122001","CA4010005",636,98.26,73750,30909,5.9,29.6,"Moderate-High",2.5
"060790122002","CA4010005",350,81.61,101833,19220,9.4,29.6,"High",1.8
"060790122003","CA4010005",845,95.1,67880,28141,6.4,29.6,"Moderate-High",2.7
"060790122004","CA4010005",646,99.98,58804,20567,8.8,29.6,"Moderate-High",3.1
"060374601001","CA1910140",318,76.05,134667,34457,4.7,5.4,"Low-Moderate",1.2
"060374601002","CA1910140",791,51.77,154311,57687,2.8,5.4,"Low",1
"060374601003","CA1910140",384,96.36,109643,58298,2.8,5.4,"Low",1.5
"060374601004","CA1910140",341,99.94,79725,75350,2.1,5.4,"Low",2
"060374601005","CA1910140",534,9.32,174375,97761,1.6,5.4,"Low",0.9
"060374602003","CA1910140",379,8.13,99875,68772,2.4,6.9,"Low",1.6
"060374602004","CA1910140",280,53.51,69387,51196,3.1,6.9,"Low",2.3
"060374602005","CA1910140",602,18.62,150000,72140,2.2,6.9,"Low",1.1
"060374611001","CA1910140",455,100,116375,53886,3,21.6,"Low-Moderate",1.4
"060374611002","CA1910140",659,99.64,92321,29448,5.5,21.6,"Moderate-High",1.8
"060374611003","CA1910140",314,82.25,81184,37263,4.3,21.6,"Low-Moderate",2
"060374611004","CA1910140",409,19.98,80341,27487,5.9,21.6,"Moderate-High",2
"060374612003","CA1910140",322,13.81,128828,33790,4.8,16.2,"Low-Moderate",1.2
"060374612004","CA1910140",512,87.65,107955,38961,4.2,16.2,"Low",1.5
"060374613001","CA1910140",173,42.75,224382,203450,0.8,21,"Low-Moderate",0.7
"060710111011","CA3610062",250,99.36,29375,11804,19.3,35.5,"Very High",7.8
"060710111012","CA3610062",210,11.2,70671,48835,4.7,35.5,"High",3.2
"060710111013","CA3610062",361,75.08,50795,13944,16.4,35.5,"Very High",4.5
"060710111014","CA3610062",374,5.52,74432,32268,7,35.5,"High",3
"060710111021","CA3610062",338,0.95,75800,36079,6.4,29.9,"Moderate-High",3
"060710111022","CA3610062",276,0.23,65156,20603,15.1,29.9,"High",4.8
"060590219122","CA3010082",513,0.32,133750,60111,3.1,10.4,"Low",1.4
"060590219123","CA3010082",404,3.35,189167,46655,3.5,10.4,"Low",0.9
"060590219131","CA3010082",190,1.78,127353,83790,1.9,30.8,"Low-Moderate",1.2
"060590758091","CA3010082",333,99.74,204112,91415,1.8,10,"Low",0.8
"060590758092","CA3010082",368,98.07,196563,136562,1.2,10,"Low",0.8
"060590758093","CA3010082",326,93.76,130603,41958,4,10,"Low",1.3
"060590758101","CA3010082",450,78.8,117188,55024,3,12.9,"Low",1.4
"060590758102","CA3010082",540,95.83,161188,68046,2.4,12.9,"Low",1
"060590758111","CA3010082",504,5.88,104038,55726,3,36.7,"Moderate-High",1.6
"060590758122","CA3010082",366,0.76,82639,46601,3.7,32.4,"Low-Moderate",2.1
"060590758124","CA3010082",338,3.01,105250,40968,4,32.4,"Low-Moderate",1.6
"060590758131","CA3010082",643,5.23,132232,63349,2.6,7.9,"Low",1.2
"060590758142","CA3010082",263,2.27,204051,91799,1.8,13.9,"Low",0.8
"060790103001","CA4010019",1204,1.5,103333,33834,4.9,24.1,"Moderate-High",1.6
"060790127041","CA4010019",1015,1.89,78828,41085,4,12.4,"Low",2.1
"060790127043","CA4010019",1269,70.16,96125,34719,4.8,12.4,"Low-Moderate",1.7
"060790127044","CA4010019",402,13.36,94167,24269,6.8,12.4,"Low-Moderate",1.8
"060790129002","CA4010019",879,70.86,80417,47412,3.5,10.3,"Low",2
"060470005041","CA2410010",645,33.48,52176,19908,4,54.4,"Moderate-High",1.5
"060470005042","CA2410010",375,21.28,56921,33564,2.4,54.4,"Moderate-High",1.4
"060470005043","CA2410010",891,22.28,44036,17946,4.5,54.4,"Moderate-High",1.8
"060470005051","CA2410010",557,0.68,56150,37884,2.1,51.8,"Moderate-High",1.4
"060470005052","CA2410010",379,86.67,75583,43537,1.9,51.8,"Moderate-High",1.1
"060470005053","CA2410010",874,58.01,39281,19650,4.1,51.8,"Moderate-High",2
"060470006014","CA2410010",401,0.73,75475,35163,2.2,46.9,"Moderate-High",1
"060710091161","CA3610001",278,100,22438,14329,12.1,71.1,"Very High",7.7
"060710091162","CA3610001",402,35.46,25307,10097,17.1,71.1,"Very High",6.8
"060710091163","CA3610001",568,44.89,20577,15263,11.3,71.1,"Very High",8.4
"060710091164","CA3610001",615,30.38,48011,18965,9.1,71.1,"High",3.6
"060710091171","CA3610001",1209,0.65,43389,22240,7.8,44.5,"High",4
"060710091173","CA3610001",254,9.58,34118,15318,11.3,44.5,"Very High",5.1
"060719802001","CA3610001",0,1.48,NA,NA,NA,NA,"unknown",NA
"060610207141","CA3410006",751,37.11,93295,44153,1.9,14.2,"Low",0.9
"060610207142","CA3410006",638,16.76,104167,64128,1.3,14.2,"Low",0.8
"060610207151","CA3410006",571,0.78,82625,52911,1.5,17.2,"Low",1
"060610207152","CA3410006",549,2.72,86758,53195,1.6,17.2,"Low",1
"060610208051","CA3410006",643,3.16,81063,42720,1.9,24.5,"Low-Moderate",1
"060670079031","CA3410006",346,63.19,77083,50160,1.6,22.4,"Low-Moderate",1.1
"060670079032","CA3410006",263,1.79,75450,50055,1.7,22.4,"Low-Moderate",1.1
"060670079033","CA3410006",276,38.04,89405,58183,1.4,22.4,"Low-Moderate",0.9
"060670079041","CA3410006",677,93.24,79926,56265,1.5,17,"Low",1
"060670079042","CA3410006",559,23.34,91375,60704,1.4,17,"Low",0.9
"060670080071","CA3410006",606,2.85,87250,53117,1.6,23.9,"Low-Moderate",0.9
"060670081111","CA3410006",890,99.77,69797,42028,2,22,"Low-Moderate",1.2
"060670081112","CA3410006",667,81.85,66917,27461,3,22,"Low-Moderate",1.2
"060670081113","CA3410006",491,9.05,78412,34722,2.4,22,"Low-Moderate",1.1
"060670081114","CA3410006",393,0.34,73031,50636,1.7,22,"Low-Moderate",1.2
"060670081131","CA3410006",1043,23.26,63023,28328,2.9,26.3,"Low-Moderate",1.3
"060670081132","CA3410006",430,35.37,65119,44035,1.9,26.3,"Low-Moderate",1.3
"060670081171","CA3410006",356,10.16,89063,52963,1.6,25.7,"Low-Moderate",0.9
"060670081191","CA3410006",855,73.04,71635,14123,5.9,27.4,"Moderate-High",1.2
"060670081193","CA3410006",262,14.94,58654,34515,2.4,27.4,"Low-Moderate",1.4
"060670081194","CA3410006",389,2.24,51354,22588,3.6,27.4,"Low-Moderate",1.6
"060670081195","CA3410006",334,6.86,94429,48914,1.7,27.4,"Low-Moderate",0.9
"060670081201","CA3410006",733,100,68618,32292,2.6,32.7,"Low-Moderate",1.2
"060670081202","CA3410006",612,100,75887,35768,2.3,32.7,"Low-Moderate",1.1
"060670081203","CA3410006",693,100,50352,30716,2.7,32.7,"Low-Moderate",1.6
"060670081221","CA3410006",304,88.26,72750,40504,2,22.5,"Low-Moderate",1.1
"060670081222","CA3410006",794,49.56,67222,37452,2.2,22.5,"Low-Moderate",1.2
"060670081223","CA3410006",327,18.5,79188,44846,1.9,22.5,"Low-Moderate",1
"060670081241","CA3410006",982,100,89524,50925,1.6,16.3,"Low",0.9
"060670081242","CA3410006",687,100,83580,42212,2,16.3,"Low",1
"060670081251","CA3410006",1023,100,81648,47193,1.8,18.5,"Low",1
"060670081252","CA3410006",338,100,86250,36998,2.2,18.5,"Low",1
"060670081253","CA3410006",676,100,90545,50517,1.6,18.5,"Low",0.9
"060670081292","CA3410006",564,7.08,62830,35581,2.3,23.1,"Low-Moderate",1.3
"060670081321","CA3410006",778,8.51,52500,28321,2.9,26.7,"Low-Moderate",1.6
"060670081322","CA3410006",737,27.8,69345,39058,2.1,26.7,"Low-Moderate",1.2
"060670081361","CA3410006",327,82.65,41449,21393,3.9,30.6,"Low-Moderate",2
"060670081362","CA3410006",702,90.31,62083,24080,3.5,30.6,"Low-Moderate",1.3
"060670081371","CA3410006",459,100,59583,28265,2.9,29.3,"Low-Moderate",1.4
"060670081372","CA3410006",458,99.51,53194,19357,4.3,29.3,"Low-Moderate",1.6
"060670081381","CA3410006",386,99.75,63000,31284,2.6,29.2,"Low-Moderate",1.3
"060670081382","CA3410006",534,100,63162,31891,2.6,29.2,"Low-Moderate",1.3
"060670081383","CA3410006",445,99.23,89063,55156,1.5,29.2,"Low-Moderate",0.9
"060670081391","CA3410006",787,100,37844,17615,4.7,52.8,"High",2.2
"060670081392","CA3410006",967,99.69,48850,14944,5.6,52.8,"High",1.7
"060670081401","CA3410006",465,100,82538,32833,2.5,24.4,"Low-Moderate",1
"060670081402","CA3410006",659,100,48750,21665,3.8,24.4,"Low-Moderate",1.7
"060670081411","CA3410006",371,100,86719,60224,1.4,54,"Moderate-High",1
"060670081412","CA3410006",470,100,59153,41829,2,54,"Moderate-High",1.4
"060670081413","CA3410006",218,100,64440,52666,1.6,54,"Moderate-High",1.3
"060670081414","CA3410006",814,100,27045,8029,10.3,54,"Very High",3.1
"060670081415","CA3410006",897,100,32796,21079,3.9,54,"Moderate-High",2.5
"060670081421","CA3410006",921,100,50813,23584,3.5,37.5,"Moderate-High",1.6
"060670081422","CA3410006",506,100,60568,29102,2.9,37.5,"Moderate-High",1.4
"060670081431","CA3410006",1026,100,50330,25433,3.3,25.6,"Low-Moderate",1.6
"060670081432","CA3410006",636,99.66,75391,41966,2,25.6,"Low-Moderate",1.1
"060670081441","CA3410006",292,100,71500,28212,2.9,20,"Low-Moderate",1.2
"060670081442","CA3410006",674,100,96042,52673,1.6,20,"Low-Moderate",0.9
"060670081451","CA3410006",566,58.48,115278,52526,1.6,16.9,"Low",0.7
"060670081452","CA3410006",425,100,80325,50707,1.6,16.9,"Low",1
"060670081453","CA3410006",284,100,82667,37269,2.2,16.9,"Low",1
"060670081454","CA3410006",386,93.8,78594,51371,1.6,16.9,"Low",1.1
"060670081455","CA3410006",443,8.99,99191,50452,1.6,16.9,"Low",0.8
"060670081456","CA3410006",504,27.02,93667,43517,1.9,16.9,"Low",0.9
"060670082031","CA3410006",706,70.83,91793,30919,2.7,23.1,"Low-Moderate",0.9
"060670082032","CA3410006",1190,7.2,52635,23993,3.5,23.1,"Low-Moderate",1.6
"060670082112","CA3410006",289,13.21,77470,52290,1.6,16.4,"Low",1.1
"060855046011","CA4310007",365,33.02,74904,26641,8.4,22.3,"Moderate-High",3
"060855047001","CA4310007",143,0.33,103438,47791,4.5,18.4,"Low",2.1
"060855084015","CA4310007",561,4.93,169102,75725,2.9,9.2,"Low",1.3
"060855091022","CA4310007",1265,3.5,172724,105386,2.1,9.8,"Low",1.3
"060855091051","CA4310007",1096,91.18,155278,43229,5.2,8.7,"Low-Moderate",1.4
"060855091052","CA4310007",736,91.64,128988,64888,3.4,8.7,"Low",1.7
"060855091053","CA4310007",626,93.06,150500,64585,3.5,8.7,"Low",1.5
"060855091054","CA4310007",619,96.73,217404,125473,1.8,8.7,"Low",1
"060855091071","CA4310007",670,0.4,126429,59302,3.5,20.2,"Low-Moderate",1.6
"060855091081","CA4310007",450,100,103229,53438,4.2,12.9,"Low",2.2
"060855091082","CA4310007",401,100,141607,72848,3.1,12.9,"Low",1.6
"060855091083","CA4310007",495,100,145982,33600,6.6,12.9,"Low-Moderate",1.5
"060855091084","CA4310007",579,97.93,122292,64743,3.4,12.9,"Low",1.8
"060855091091","CA4310007",1410,100,172422,87698,2.5,7.6,"Low",1.3
"060855091092","CA4310007",683,99.8,240694,111653,2,7.6,"Low",0.9
"060855092011","CA4310007",558,100,187679,46498,4.8,14.7,"Low-Moderate",1.2
"060855092012","CA4310007",633,100,129107,38527,5.8,14.7,"Low-Moderate",1.7
"060855092013","CA4310007",852,100,129200,67295,3.3,14.7,"Low",1.7
"060855092014","CA4310007",542,100,102208,57990,3.8,14.7,"Low",2.2
"060855092021","CA4310007",766,100,123750,25352,8.8,13.8,"Low-Moderate",1.8
"060855092022","CA4310007",358,100,115726,61716,3.6,13.8,"Low",1.9
"060855092023","CA4310007",413,100,173375,86752,2.6,13.8,"Low",1.3
"060855092024","CA4310007",258,100,193438,131666,1.7,13.8,"Low",1.1
"060855093021","CA4310007",1239,88.54,139028,49267,4.5,7.8,"Low",1.6
"060855093031","CA4310007",486,100,72813,19952,11.2,20.3,"High",3.1
"060855093032","CA4310007",540,100,162885,75648,3,20.3,"Low-Moderate",1.4
"060855093033","CA4310007",300,100,109038,31498,7.1,20.3,"Moderate-High",2
"060855093034","CA4310007",408,100,72500,19619,11.4,20.3,"High",3.1
"060855093041","CA4310007",626,80.35,106042,43351,5.1,18,"Low-Moderate",2.1
"060855093042","CA4310007",789,100,128024,77586,2.9,18,"Low",1.7
"060855094011","CA4310007",782,90.18,93500,23255,9.6,11.8,"Moderate-High",2.4
"060855094012","CA4310007",332,23.75,181111,65798,3.4,11.8,"Low",1.2
"060855094013","CA4310007",602,94.99,124375,79954,2.8,11.8,"Low",1.8
"060855094031","CA4310007",988,100,122031,37847,5.9,37.1,"High",1.8
"060855094032","CA4310007",1278,99.24,101406,32180,6.9,37.1,"High",2.2
"060855094041","CA4310007",716,100,219000,113783,2,28.1,"Low-Moderate",1
"060855094042","CA4310007",494,100,127095,73010,3,28.1,"Low-Moderate",1.8
"060855094043","CA4310007",784,95.05,67833,19533,11.4,28.1,"High",3.3
"060855094044","CA4310007",847,97.27,102813,50209,4.4,28.1,"Low-Moderate",2.2
"060855095001","CA4310007",1008,100,113026,46320,4.8,24.2,"Moderate-High",2
"060855095002","CA4310007",718,100,125221,64966,3.4,24.2,"Low-Moderate",1.8
"060855095003","CA4310007",549,100,101766,40878,5.4,24.2,"Moderate-High",2.2
"060855096001","CA4310007",964,100,197647,56078,4,22.1,"Low-Moderate",1.1
"060855096002","CA4310007",631,97.96,192969,88666,2.5,22.1,"Low-Moderate",1.1
"060855097001","CA4310007",449,100,147344,47731,4.7,14,"Low-Moderate",1.5
"060855097002","CA4310007",421,100,162639,77538,2.9,14,"Low",1.4
"060855097003","CA4310007",566,97.55,134167,54559,4.1,14,"Low",1.7
"060855098011","CA4310007",831,94.21,97411,29403,7.6,7.9,"Low-Moderate",2.3
"060855098012","CA4310007",349,98.09,96385,18981,11.7,7.9,"Moderate-High",2.3
"060855098013","CA4310007",536,70.12,203409,101947,2.2,7.9,"Low",1.1
"060855098014","CA4310007",563,70.54,202708,95662,2.3,7.9,"Low",1.1
"060855098021","CA4310007",604,93.45,155395,75972,2.9,7.7,"Low",1.4
"060855098022","CA4310007",545,99.04,210657,127088,1.8,7.7,"Low",1.1
"060855099011","CA4310007",369,82.39,157321,59355,3.8,4.6,"Low",1.4
"060855099012","CA4310007",372,97.57,196250,90200,2.5,4.6,"Low",1.1
"060855099021","CA4310007",975,62.26,90114,20790,10.7,13.7,"Moderate-High",2.5
"060855099022","CA4310007",397,42.6,238523,63922,3.5,13.7,"Low",0.9
"060855099023","CA4310007",473,86.23,245234,111569,2,13.7,"Low",0.9
"060855100011","CA4310007",238,3.02,151872,31009,7.3,4.5,"Low-Moderate",1.5
"060855100015","CA4310007",286,2.21,234306,156006,1.4,4.5,"Low",0.9
"060855102001","CA4310007",531,0.11,210081,56036,3.4,6.2,"Low",0.9
"060855104002","CA4310007",218,0.51,247727,84195,2.5,4.2,"Low",0.9
"060855104003","CA4310007",338,0.7,220438,200446,1.1,4.2,"Low",1
"060855108021","CA4310007",308,0.11,210625,78279,3.2,8.7,"Low",1.2
"060855108022","CA4310007",396,2.59,174286,52606,4.2,8.7,"Low",1.3
"060816023001","CA4110023",1139,0.12,106080,37665,14.2,30.3,"High",5
"060816024002","CA4110023",803,0.15,132023,71709,8.2,15.2,"Low-Moderate",4.5
"060816025002","CA4110023",469,1.76,101417,41580,12.6,10.7,"Moderate-High",5.2
"060816025003","CA4110023",483,7.87,157446,80814,6.6,10.7,"Low-Moderate",3.4
"060816026002","CA4110023",906,0.23,140556,47804,12.1,12.2,"Moderate-High",4.1
"060816027004","CA4110023",528,1.45,105217,46067,11.4,10.4,"Moderate-High",5
"060816030001","CA4110023",592,0.88,135455,70377,7.4,14.9,"Low-Moderate",3.8
"060816031002","CA4110023",495,0.71,146250,64298,8.4,7.1,"Low-Moderate",3.7
"060816034001","CA4110023",588,0.12,141167,94231,6.4,9.8,"Low-Moderate",4.3
"060816037001","CA4110023",937,99.81,133542,47334,11.2,14.6,"Moderate-High",4
"060816037002","CA4110023",853,100,112038,60563,8.8,14.6,"Low-Moderate",4.7
"060816038011","CA4110023",1191,100,82109,43982,12.1,14.2,"Moderate-High",6.5
"060816038021","CA4110023",1136,99.96,128152,66872,7.9,11.7,"Low-Moderate",4.1
"060816038022","CA4110023",745,100,142426,45119,11.8,11.7,"Moderate-High",3.7
"060816039001","CA4110023",250,100,221429,78661,6.8,11.6,"Low-Moderate",2.4
"060816039002","CA4110023",474,68.6,123214,86218,6.2,11.6,"Low-Moderate",4.3
"060816039003","CA4110023",318,49.27,151959,57834,9.2,11.6,"Low-Moderate",3.5
"060816039004","CA4110023",266,100,96202,28011,19,11.6,"Moderate-High",5.5
"060816039005","CA4110023",232,100,115376,20815,25.5,11.6,"Moderate-High",4.6
"060816039006","CA4110023",449,94.18,121417,84363,6.3,11.6,"Low-Moderate",4.4
"060816040001","CA4110023",259,100,162250,106856,5,11.5,"Low-Moderate",3.3
"060816040002","CA4110023",433,100,125234,62008,8.6,11.5,"Low-Moderate",4.2
"060816040003","CA4110023",445,100,88594,29197,18.2,11.5,"Moderate-High",6
"060816041011","CA4110023",550,99.98,90287,18147,29.2,23.4,"High",5.9
